Rank,Country/Territory,Name,Date,Points Accumulated
74,JPN,Tori Aizawa,2024-01-23,"1,670"
80,IND,Anjan Buragohain,2024-01-23,"1,530"
80,IND,Ajinkya Patharkar,2024-01-23,"1,530"
80,IND,Viplav Kuvale,2024-01-23,"1,530"
83,INA,Muhammad Al Farizi,2024-01-23,"1,290"
83,INA,Raymond Indra,2024-01-23,"1,290"
83,IND,Shyam Prasad,2024-01-23,"1,290"
86,IND,Nitin Kumar,2024-01-23,"1,020"
87,UAE,Senthil Vel Govindarasu,2024-01-23,750
87,IND,Zhakuo Seyie,2024-01-23,750
87,IND,Farogh Sanjay Aman,2024-01-23,750
90,IND,Farogh Sanjay Aman,2024-01-23,660
91,IND,Hari Bharathi Baskaran.P,2024-01-23,480
92,IND,Devvart Mann,2024-01-23,240
92,IND,Abhyuday Choudhary,2024-01-23,240
92,IND,Arryan R Aji,2024-01-23,240
92,IND,Tushar Gagneja,2024-01-23,240
92,IND,Mohanraj Elumalai,2024-01-23,240
1,TPE,Lin Bing-Wei,2024-01-16,"14,030"
2,MAS,Choong Hon Jian,2024-01-16,"12,500"
3,CHN,Liang Wei Keng,2024-01-16,"12,000"
4,IND,Satwiksairaj Rankireddy,2024-01-16,"10,200"
5,IND,Hariharan Amsakarunan,2024-01-16,"9,630"
6,DEN,William Kryger Boe,2024-01-16,"8,990"
7,JPN,Akira Koga,2024-01-16,"8,950"
8,IND,Krishna Prasad Garaga,2024-01-16,"8,460"
9,JPN,Takuro Hoki,2024-01-16,"8,400"
9,KOR,Kang Min Hyuk,2024-01-16,"8,400"
11,DEN,Rasmus Kjær,2024-01-16,"7,900"
11,ENG,Ben Lane,2024-01-16,"7,900"
13,FRA,Lucas Corvee,2024-01-16,"7,550"
14,DEN,Daniel Lundgaard,2024-01-16,"6,810"
14,IND,Dhruv Kapila,2024-01-16,"6,810"
16,CHN,He Ji Ting,2024-01-16,"6,600"
16,MAS,Aaron Chia,2024-01-16,"6,600"
16,INA,Fajar Alfian,2024-01-16,"6,600"
16,MAS,Ong Yew Sin,2024-01-16,"6,600"
20,IND,Dhruv Rawat,2024-01-16,"6,150"
21,IND,Achutaditya Rao Doddavarapu,2024-01-16,"5,990"
22,GER,Mark Lamsfuss,2024-01-16,"5,750"
23,MAS,Boon Xin Yuan,2024-01-16,"5,520"
24,MAS,Lwi Sheng Hao,2024-01-16,"5,140"
24,TPE,Chiang Chien-Wei,2024-01-16,"5,140"
26,IND,P.S Ravikrishna,2024-01-16,"5,070"
27,THA,Pharanyu Kaosamaang,2024-01-16,"4,860"
28,TPE,Lee Jhe-Huei,2024-01-16,"4,800"
28,TPE,Fang-Chih Lee,2024-01-16,"4,800"
28,SCO,Alexander Dunn,2024-01-16,"4,800"
28,MAS,Goh Sze Fei,2024-01-16,"4,800"
28,DEN,Kim Astrup,2024-01-16,"4,800"
28,JPN,Keiichiro Matsui,2024-01-16,"4,800"
28,INA,Mohammad Ahsan,2024-01-16,"4,800"
35,INA,Muhammad Rayhan Nur Fadillah,2024-01-16,"4,700"
36,IRI,Mohammad Mahdi Mirshekari,2024-01-16,"4,060"
36,IND,Vimalraj Annadurai,2024-01-16,"4,060"
38,INA,Teges Satriaji Cahyo Hutomo,2024-01-16,"3,850"
38,INA,Muh Putra Erwiansyah,2024-01-16,"3,850"
38,MAS,Junaidi Arif,2024-01-16,"3,850"
41,TPE,Wei Chun Wei,2024-01-16,"3,780"
42,IND,Suraj Goala,2024-01-16,"3,540"
43,IND,Reddy B. Sumeeth,2024-01-16,"3,400"
43,IND,Deep Rambhiya,2024-01-16,"3,400"
43,IND,Sanjai Srivatsa Dhanraj,2024-01-16,"3,400"
46,IND,Santhosh Gajendran,2024-01-16,"3,240"
47,IND,Ayush Makhija,2024-01-16,"3,230"
48,TPE,Lee Yang,2024-01-16,"3,000"
48,INA,Leo Rolly Carnando,2024-01-16,"3,000"
48,FRA,Christo Popov,2024-01-16,"3,000"
48,THA,Supak Jomkoh,2024-01-16,"3,000"
48,CHN,Chen Bo Yang,2024-01-16,"3,000"
48,CHN,Liu Yu Chen,2024-01-16,"3,000"
48,CAN,Dong Adam (Xingyu),2024-01-16,"3,000"
48,TPE,Lu Ching Yao,2024-01-16,"3,000"
48,IND,M.R. Arjun,2024-01-16,"3,000"
48,MAS,Man Wei Chong,2024-01-16,"3,000"
48,KOR,Kim Won Ho,2024-01-16,"3,000"
48,INA,Muhammad Shohibul Fikri,2024-01-16,"3,000"
60,MAS,Low Hang Yee,2024-01-16,"2,960"
61,THA,Pongsakorn Thongkham,2024-01-16,"2,750"
61,TPE,Chen Zhi Ray,2024-01-16,"2,750"
63,IND,Amaan Mohammad,2024-01-16,"2,580"
63,IND,Manjit Singh Khwairakpam,2024-01-16,"2,580"
63,IND,Prakash Raj,2024-01-16,"2,580"
63,IND,Rudraksh Swarnkar,2024-01-16,"2,580"
63,UAE,Dev Ayyappan,2024-01-16,"2,580"
63,IND,Nithin H.V.,2024-01-16,"2,580"
69,MAS,Lau Yi Sheng,2024-01-16,"2,110"
69,BRN,Mohamed Muanis,2024-01-16,"2,110"
71,IND,Prabhjeet Singh Chhabra,2024-01-16,"1,800"
71,IND,Vasantha Kumar Hanumaiah Ranganatha,2024-01-16,"1,800"
73,IND,Pratik Ranade,2024-01-16,"1,670"
73,JPN,Kenya Mitsuhashi,2024-01-16,"1,670"
73,JPN,Tori Aizawa,2024-01-16,"1,670"
73,TPE,Lin Yu Chieh,2024-01-16,"1,670"
73,JPN,Hiroki Midorikawa,2024-01-16,"1,670"
73,THA,Peeratchai Sukphun,2024-01-16,"1,670"
73,IND,Ayush Agarwal,2024-01-16,"1,670"
80,IND,Viplav Kuvale,2024-01-16,"1,530"
80,IND,Anjan Buragohain,2024-01-16,"1,530"
80,IND,Ajinkya Patharkar,2024-01-16,"1,530"
83,INA,Muhammad Al Farizi,2024-01-16,"1,290"
83,IND,Shyam Prasad,2024-01-16,"1,290"
83,INA,Raymond Indra,2024-01-16,"1,290"
86,IND,Nitin Kumar,2024-01-16,"1,020"
87,UAE,Senthil Vel Govindarasu,2024-01-16,750
87,IND,Farogh Sanjay Aman,2024-01-16,750
87,IND,Zhakuo Seyie,2024-01-16,750
90,IND,Farogh Sanjay Aman,2024-01-16,660
91,IND,Hari Bharathi Baskaran.P,2024-01-16,480
92,IND,Devvart Mann,2024-01-16,240
92,IND,Tushar Gagneja,2024-01-16,240
92,IND,Abhyuday Choudhary,2024-01-16,240
92,IND,Mohanraj Elumalai,2024-01-16,240
92,IND,Arryan R Aji,2024-01-16,240
1,CHN,Liang Wei Keng,2023-11-28,"100,740"
2,INA,Fajar Alfian,2023-11-28,"92,400"
3,KOR,Kang Min Hyuk,2023-11-28,"91,900"
4,MAS,Aaron Chia,2023-11-28,"88,940"
5,JPN,Takuro Hoki,2023-11-28,"88,400"
6,DEN,Kim Astrup,2023-11-28,"86,860"
7,CHN,Liu Yu Chen,2023-11-28,"82,240"
8,INA,Muhammad Shohibul Fikri,2023-11-28,"80,800"
9,INA,Leo Rolly Carnando,2023-11-28,"79,000"
10,IND,Satwiksairaj Rankireddy,2023-11-28,"78,590"
11,INA,Mohammad Ahsan,2023-11-28,"76,780"
12,TPE,Lee Yang,2023-11-28,"76,770"
13,MAS,Ong Yew Sin,2023-11-28,"75,170"
14,JPN,Akira Koga,2023-11-28,"66,990"
15,AUS,Pramudya Kusumawardana,2023-11-28,"63,550"
16,TPE,Lee Jhe-Huei,2023-11-28,"63,300"
17,CHN,He Ji Ting,2023-11-28,"59,000"
18,TPE,Fang-Chih Lee,2023-11-28,"55,610"
19,TPE,Lu Ching Yao,2023-11-28,"55,340"
20,MAS,Man Wei Chong,2023-11-28,"54,540"
21,CHN,Ren Xiang Yu,2023-11-28,"54,160"
22,MAS,Goh Sze Fei,2023-11-28,"53,990"
23,JPN,Keiichiro Matsui,2023-11-28,"52,750"
24,CHN,Chen Bo Yang,2023-11-28,"52,460"
25,GER,Mark Lamsfuss,2023-11-28,"50,550"
26,ENG,Ben Lane,2023-11-28,"50,370"
27,DEN,Rasmus Kjær,2023-11-28,"48,130"
28,FRA,Lucas Corvee,2023-11-28,"44,410"
29,TPE,Su Ching Heng,2023-11-28,"44,300"
30,KOR,Choi Sol Gyu,2023-11-28,"43,400"
31,THA,Supak Jomkoh,2023-11-28,"42,840"
32,TPE,Chang Ko-Chi,2023-11-28,"42,620"
33,SCO,Alexander Dunn,2023-11-28,"42,180"
34,JPN,Ayato Endo,2023-11-28,"39,310"
35,TPE,Chiu Hsiang Chieh,2023-11-28,"38,400"
36,CHN,He Ji Ting,2023-11-28,"38,100"
37,FRA,Christo Popov,2023-11-28,"36,930"
38,JPN,Kenya Mitsuhashi,2023-11-28,"35,840"
39,KOR,Jin Yong,2023-11-28,"30,190"
40,IND,Krishna Prasad Garaga,2023-11-28,"29,360"
41,DEN,Jeppe Bay,2023-11-28,"29,120"
42,INA,Marcus Fernaldi Gideon,2023-11-28,"28,790"
43,IND,M.R. Arjun,2023-11-28,"26,470"
44,INA,Sabar Karyaman Gutama,2023-11-28,"24,050"
45,SCO,Christopher Grimley,2023-11-28,"23,300"
46,THA,Pharanyu Kaosamaang,2023-11-28,"21,560"
47,CAN,Dong Adam (Xingyu),2023-11-28,"21,300"
48,IRL,Joshua Magee,2023-11-28,"20,980"
49,JPN,Shuntaro Mezaki,2023-11-28,"20,860"
50,KOR,Kim Gi Jung,2023-11-28,"20,770"
51,MAS,Boon Xin Yuan,2023-11-28,"20,660"
52,CHN,Tan Qiang,2023-11-28,"20,470"
53,USA,Vinson Chiu,2023-11-28,"19,840"
54,TPE,Lin Yu Chieh,2023-11-28,"19,540"
55,TPE,Chen Zhi Ray,2023-11-28,"19,260"
56,MAS,Nur Mohd Azriyn Ayub Azriyn,2023-11-28,"18,930"
57,KOR,Kim Young Hyuk,2023-11-28,"17,160"
58,NED,Ruben Jille,2023-11-28,"16,990"
59,MAS,Low Hang Yee,2023-11-28,"16,460"
60,GER,Bjarne Geiss,2023-11-28,"16,310"
61,KOR,Ko Sung Hyun,2023-11-28,"16,250"
62,DEN,Daniel Lundgaard,2023-11-28,"15,890"
63,TPE,Wei Chun Wei,2023-11-28,"15,650"
64,TPE,Chen Cheng Kuan,2023-11-28,"14,800"
65,TPE,Chiang Chien-Wei,2023-11-28,"14,250"
66,USA,Chen Zhi Yi,2023-11-28,"13,490"
67,MAS,Junaidi Arif,2023-11-28,"12,880"
68,CZE,Ondřej Král,2023-11-28,"12,450"
69,TPE,Ming Che Lu,2023-11-28,"12,250"
70,DEN,Andreas Søndergaard,2023-11-28,"11,980"
71,JPN,Kakeru Kumagai,2023-11-28,"11,970"
72,CAN,Kevin Lee,2023-11-28,"11,540"
73,MAS,Tan Kian Meng,2023-11-28,"10,670"
74,ENG,Rory Easton,2023-11-28,"10,260"
75,THA,Tanadon Punpanich,2023-11-28,"9,890"
76,MAS,Goh V Shem,2023-11-28,"9,580"
77,KOR,Song Hyun Cho,2023-11-28,"9,030"
78,INA,Hardianto Hardianto,2023-11-28,"9,000"
79,MAS,Choong Hon Jian,2023-11-28,"8,900"
80,THA,Peeratchai Sukphun,2023-11-28,"8,840"
81,TPE,Lin Bing-Wei,2023-11-28,"8,360"
82,MAS,Beh Chun Meng,2023-11-28,"8,130"
83,MAS,Lwi Sheng Hao,2023-11-28,"8,100"
84,PHI,Christian Bernardo,2023-11-28,"7,190"
85,MAS,Chia Weijie,2023-11-28,"6,910"
86,INA,Muhammad Rayhan Nur Fadillah,2023-11-28,"6,840"
87,THA,Chaloempon Charoenkitamorn,2023-11-28,"6,640"
88,INA,Rahmat Hidayat,2023-11-28,"6,350"
89,MAS,Lau Yi Sheng,2023-11-28,"6,330"
90,GER,Daniel Hess,2023-11-28,"6,260"
91,AUS,Rizky Hidayat,2023-11-28,"5,760"
92,TPE,Lin Chia Yu,2023-11-28,"5,570"
93,CAN,Lam Wai Lok,2023-11-28,"5,560"
94,NED,Ruben Jille,2023-11-28,"5,520"
95,JPN,Yudai Okimoto,2023-11-28,"5,330"
96,THA,Pongsakorn Thongkham,2023-11-28,"5,240"
97,INA,Teges Satriaji Cahyo Hutomo,2023-11-28,"5,140"
98,ALG,Koceila Mammeri,2023-11-28,"5,080"
99,JPN,Tori Aizawa,2023-11-28,"5,070"
100,IND,Ishaan Bhatnagar,2023-11-28,"4,970"
1,INA,Fajar Alfian,2023-11-07,"90,740"
2,CHN,Liang Wei Keng,2023-11-07,"89,740"
3,KOR,Kang Min Hyuk,2023-11-07,"89,060"
4,JPN,Takuro Hoki,2023-11-07,"86,360"
5,MAS,Aaron Chia,2023-11-07,"85,990"
6,DEN,Kim Astrup,2023-11-07,"85,200"
7,INA,Muhammad Shohibul Fikri,2023-11-07,"80,800"
8,INA,Leo Rolly Carnando,2023-11-07,"75,610"
9,INA,Mohammad Ahsan,2023-11-07,"75,460"
10,MAS,Ong Yew Sin,2023-11-07,"72,350"
11,CHN,Liu Yu Chen,2023-11-07,"72,280"
12,TPE,Lee Yang,2023-11-07,"70,180"
13,IND,Satwiksairaj Rankireddy,2023-11-07,"67,020"
14,JPN,Akira Koga,2023-11-07,"62,950"
15,AUS,Pramudya Kusumawardana,2023-11-07,"59,310"
16,TPE,Lee Jhe-Huei,2023-11-07,"59,300"
17,CHN,He Ji Ting,2023-11-07,"59,000"
18,TPE,Lu Ching Yao,2023-11-07,"54,400"
19,CHN,Ren Xiang Yu,2023-11-07,"54,160"
20,JPN,Keiichiro Matsui,2023-11-07,"52,750"
21,ENG,Ben Lane,2023-11-07,"49,930"
22,MAS,Man Wei Chong,2023-11-07,"48,000"
23,TPE,Fang-Chih Lee,2023-11-07,"46,350"
24,MAS,Goh Sze Fei,2023-11-07,"45,260"
25,TPE,Su Ching Heng,2023-11-07,"44,300"
26,FRA,Lucas Corvee,2023-11-07,"43,970"
27,DEN,Rasmus Kjær,2023-11-07,"43,810"
28,KOR,Choi Sol Gyu,2023-11-07,"43,400"
29,GER,Mark Lamsfuss,2023-11-07,"42,630"
30,CHN,Chen Bo Yang,2023-11-07,"42,540"
31,THA,Supak Jomkoh,2023-11-07,"42,400"
32,SCO,Alexander Dunn,2023-11-07,"42,180"
33,JPN,Ayato Endo,2023-11-07,"37,570"
34,FRA,Christo Popov,2023-11-07,"36,490"
35,TPE,Chang Ko-Chi,2023-11-07,"35,560"
36,TPE,Chiu Hsiang Chieh,2023-11-07,"33,430"
37,IND,Krishna Prasad Garaga,2023-11-07,"29,360"
38,DEN,Jeppe Bay,2023-11-07,"29,120"
39,INA,Marcus Fernaldi Gideon,2023-11-07,"28,790"
40,JPN,Kenya Mitsuhashi,2023-11-07,"26,950"
41,IND,M.R. Arjun,2023-11-07,"26,470"
42,KOR,Jin Yong,2023-11-07,"25,310"
43,INA,Sabar Karyaman Gutama,2023-11-07,"24,050"
44,SCO,Christopher Grimley,2023-11-07,"23,300"
45,CAN,Dong Adam (Xingyu),2023-11-07,"21,300"
46,CHN,He Ji Ting,2023-11-07,"21,200"
47,IRL,Joshua Magee,2023-11-07,"20,980"
48,KOR,Kim Gi Jung,2023-11-07,"20,770"
49,JPN,Shuntaro Mezaki,2023-11-07,"19,190"
50,MAS,Boon Xin Yuan,2023-11-07,"18,990"
51,USA,Vinson Chiu,2023-11-07,"18,170"
52,NED,Ruben Jille,2023-11-07,"16,990"
53,TPE,Lin Yu Chieh,2023-11-07,"16,790"
54,TPE,Chen Zhi Ray,2023-11-07,"16,710"
55,GER,Bjarne Geiss,2023-11-07,"16,310"
56,THA,Pharanyu Kaosamaang,2023-11-07,"16,290"
57,KOR,Ko Sung Hyun,2023-11-07,"16,250"
58,MAS,Nur Mohd Azriyn Ayub Azriyn,2023-11-07,"16,180"
59,DEN,Daniel Lundgaard,2023-11-07,"15,890"
60,MAS,Low Hang Yee,2023-11-07,"14,790"
61,KOR,Kim Young Hyuk,2023-11-07,"14,410"
62,TPE,Chen Cheng Kuan,2023-11-07,"13,130"
63,CZE,Ondřej Král,2023-11-07,"12,450"
64,TPE,Wei Chun Wei,2023-11-07,"12,020"
65,DEN,Andreas Søndergaard,2023-11-07,"11,980"
66,USA,Chen Zhi Yi,2023-11-07,"11,820"
67,TPE,Chiang Chien-Wei,2023-11-07,"11,700"
68,CAN,Kevin Lee,2023-11-07,"11,540"
69,CHN,Tan Qiang,2023-11-07,"11,390"
70,MAS,Junaidi Arif,2023-11-07,"11,210"
71,MAS,Tan Kian Meng,2023-11-07,"10,670"
72,ENG,Rory Easton,2023-11-07,"10,260"
73,THA,Tanadon Punpanich,2023-11-07,"9,890"
74,MAS,Goh V Shem,2023-11-07,"9,580"
75,TPE,Ming Che Lu,2023-11-07,"9,500"
76,INA,Hardianto Hardianto,2023-11-07,"9,000"
77,MAS,Choong Hon Jian,2023-11-07,"8,900"
78,THA,Peeratchai Sukphun,2023-11-07,"8,840"
79,TPE,Lin Bing-Wei,2023-11-07,"8,360"
80,MAS,Beh Chun Meng,2023-11-07,"8,130"
81,JPN,Kakeru Kumagai,2023-11-07,"8,080"
82,KOR,Song Hyun Cho,2023-11-07,"7,360"
83,PHI,Christian Bernardo,2023-11-07,"7,190"
84,MAS,Chia Weijie,2023-11-07,"6,910"
85,INA,Muhammad Rayhan Nur Fadillah,2023-11-07,"6,840"
86,THA,Chaloempon Charoenkitamorn,2023-11-07,"6,640"
87,MAS,Lwi Sheng Hao,2023-11-07,"6,430"
88,MAS,Lau Yi Sheng,2023-11-07,"6,330"
89,GER,Daniel Hess,2023-11-07,"6,260"
90,AUS,Rizky Hidayat,2023-11-07,"5,760"
91,TPE,Lin Chia Yu,2023-11-07,"5,570"
92,CAN,Lam Wai Lok,2023-11-07,"5,560"
93,NED,Ruben Jille,2023-11-07,"5,520"
94,THA,Pongsakorn Thongkham,2023-11-07,"5,240"
95,INA,Teges Satriaji Cahyo Hutomo,2023-11-07,"5,140"
96,ALG,Koceila Mammeri,2023-11-07,"5,080"
97,IND,Ishaan Bhatnagar,2023-11-07,"4,970"
98,MAS,Haikal Muhammad,2023-11-07,"4,680"
99,KOR,Ki Dong Ju,2023-11-07,"4,570"
100,INA,Muhammad Al Farizi,2023-11-07,"4,320"
1,INA,Fajar Alfian,2023-10-31,"90,740"
2,CHN,Liang Wei Keng,2023-10-31,"89,740"
3,KOR,Kang Min Hyuk,2023-10-31,"89,060"
4,JPN,Takuro Hoki,2023-10-31,"86,360"
5,MAS,Aaron Chia,2023-10-31,"85,990"
6,DEN,Kim Astrup,2023-10-31,"85,200"
7,INA,Muhammad Shohibul Fikri,2023-10-31,"80,800"
8,INA,Leo Rolly Carnando,2023-10-31,"75,610"
9,INA,Mohammad Ahsan,2023-10-31,"75,460"
10,MAS,Ong Yew Sin,2023-10-31,"72,350"
11,IND,Satwiksairaj Rankireddy,2023-10-31,"67,020"
12,TPE,Lee Yang,2023-10-31,"66,890"
13,CHN,Liu Yu Chen,2023-10-31,"65,280"
14,JPN,Akira Koga,2023-10-31,"62,950"
15,AUS,Pramudya Kusumawardana,2023-10-31,"59,310"
16,TPE,Lee Jhe-Huei,2023-10-31,"59,300"
17,CHN,He Ji Ting,2023-10-31,"59,000"
18,TPE,Lu Ching Yao,2023-10-31,"54,400"
19,CHN,Ren Xiang Yu,2023-10-31,"54,160"
20,JPN,Keiichiro Matsui,2023-10-31,"52,750"
21,MAS,Man Wei Chong,2023-10-31,"48,000"
22,ENG,Ben Lane,2023-10-31,"47,750"
23,TPE,Fang-Chih Lee,2023-10-31,"46,350"
24,MAS,Goh Sze Fei,2023-10-31,"45,260"
25,TPE,Su Ching Heng,2023-10-31,"44,300"
26,FRA,Lucas Corvee,2023-10-31,"43,970"
27,DEN,Rasmus Kjær,2023-10-31,"43,810"
28,KOR,Choi Sol Gyu,2023-10-31,"43,400"
29,THA,Supak Jomkoh,2023-10-31,"42,400"
30,SCO,Alexander Dunn,2023-10-31,"42,180"
31,CHN,Chen Bo Yang,2023-10-31,"38,690"
32,GER,Mark Lamsfuss,2023-10-31,"37,730"
33,JPN,Ayato Endo,2023-10-31,"37,570"
34,TPE,Chang Ko-Chi,2023-10-31,"35,560"
35,FRA,Christo Popov,2023-10-31,"35,410"
36,TPE,Chiu Hsiang Chieh,2023-10-31,"33,430"
37,IND,Krishna Prasad Garaga,2023-10-31,"29,360"
38,DEN,Jeppe Bay,2023-10-31,"29,120"
39,INA,Marcus Fernaldi Gideon,2023-10-31,"28,790"
40,JPN,Kenya Mitsuhashi,2023-10-31,"26,950"
41,IND,M.R. Arjun,2023-10-31,"26,470"
42,KOR,Jin Yong,2023-10-31,"25,310"
43,INA,Sabar Karyaman Gutama,2023-10-31,"23,130"
44,SCO,Christopher Grimley,2023-10-31,"21,630"
45,KOR,Kim Gi Jung,2023-10-31,"20,770"
46,IRL,Joshua Magee,2023-10-31,"19,310"
47,JPN,Shuntaro Mezaki,2023-10-31,"19,190"
48,MAS,Boon Xin Yuan,2023-10-31,"18,990"
49,CAN,Dong Adam (Xingyu),2023-10-31,"18,550"
50,CHN,He Ji Ting,2023-10-31,"17,350"
51,NED,Ruben Jille,2023-10-31,"16,990"
52,USA,Vinson Chiu,2023-10-31,"16,500"
53,THA,Pharanyu Kaosamaang,2023-10-31,"16,290"
54,KOR,Ko Sung Hyun,2023-10-31,"16,250"
55,TPE,Lin Yu Chieh,2023-10-31,"15,970"
56,TPE,Chen Zhi Ray,2023-10-31,"14,970"
57,GER,Bjarne Geiss,2023-10-31,"13,560"
58,DEN,Daniel Lundgaard,2023-10-31,"13,140"
59,MAS,Nur Mohd Azriyn Ayub Azriyn,2023-10-31,"12,570"
60,MAS,Low Hang Yee,2023-10-31,"12,220"
61,TPE,Wei Chun Wei,2023-10-31,"12,020"
62,CAN,Kevin Lee,2023-10-31,"11,540"
63,MAS,Junaidi Arif,2023-10-31,"11,210"
64,TPE,Chiang Chien-Wei,2023-10-31,"10,880"
65,CZE,Ondřej Král,2023-10-31,"10,780"
66,MAS,Tan Kian Meng,2023-10-31,"10,670"
67,KOR,Kim Young Hyuk,2023-10-31,"10,560"
68,USA,Chen Zhi Yi,2023-10-31,"10,150"
69,THA,Tanadon Punpanich,2023-10-31,"9,890"
70,MAS,Goh V Shem,2023-10-31,"9,580"
71,TPE,Ming Che Lu,2023-10-31,"9,500"
72,TPE,Chen Cheng Kuan,2023-10-31,"8,920"
73,MAS,Choong Hon Jian,2023-10-31,"8,900"
74,ENG,Rory Easton,2023-10-31,"8,590"
75,TPE,Lin Bing-Wei,2023-10-31,"8,360"
76,MAS,Beh Chun Meng,2023-10-31,"8,130"
77,JPN,Kakeru Kumagai,2023-10-31,"8,080"
78,THA,Peeratchai Sukphun,2023-10-31,"7,550"
79,CHN,Tan Qiang,2023-10-31,"7,540"
80,PHI,Christian Bernardo,2023-10-31,"7,190"
81,DEN,Andreas Søndergaard,2023-10-31,"7,080"
82,INA,Muhammad Rayhan Nur Fadillah,2023-10-31,"6,840"
83,THA,Chaloempon Charoenkitamorn,2023-10-31,"6,640"
84,MAS,Lwi Sheng Hao,2023-10-31,"6,430"
85,INA,Hardianto Hardianto,2023-10-31,"5,970"
86,AUS,Rizky Hidayat,2023-10-31,"5,760"
87,MAS,Chia Weijie,2023-10-31,"5,620"
88,TPE,Lin Chia Yu,2023-10-31,"5,570"
89,CAN,Lam Wai Lok,2023-10-31,"5,560"
90,MAS,Lau Yi Sheng,2023-10-31,"5,510"
91,THA,Pongsakorn Thongkham,2023-10-31,"5,240"
92,INA,Teges Satriaji Cahyo Hutomo,2023-10-31,"5,140"
93,ALG,Koceila Mammeri,2023-10-31,"5,080"
94,IND,Ishaan Bhatnagar,2023-10-31,"4,970"
95,MAS,Haikal Muhammad,2023-10-31,"4,680"
96,KOR,Ki Dong Ju,2023-10-31,"4,330"
96,KOR,Song Hyun Cho,2023-10-31,"4,330"
98,INA,Muhammad Al Farizi,2023-10-31,"4,320"
98,JPN,Shogo Ogawa,2023-10-31,"4,320"
100,CAN,Lai Yin Chung,2023-10-31,"3,890"
1,INA,Fajar Alfian,2023-10-24,"86,910"
2,MAS,Aaron Chia,2023-10-24,"85,990"
3,CHN,Liang Wei Keng,2023-10-24,"85,420"
4,KOR,Kang Min Hyuk,2023-10-24,"85,230"
5,JPN,Takuro Hoki,2023-10-24,"84,700"
6,DEN,Kim Astrup,2023-10-24,"76,420"
7,INA,Muhammad Shohibul Fikri,2023-10-24,"74,450"
8,INA,Leo Rolly Carnando,2023-10-24,"73,950"
9,MAS,Ong Yew Sin,2023-10-24,"72,350"
10,INA,Mohammad Ahsan,2023-10-24,"72,070"
11,TPE,Lee Yang,2023-10-24,"66,450"
12,IND,Satwiksairaj Rankireddy,2023-10-24,"62,700"
13,JPN,Akira Koga,2023-10-24,"62,510"
14,AUS,Pramudya Kusumawardana,2023-10-24,"59,310"
15,TPE,Lee Jhe-Huei,2023-10-24,"59,300"
16,CHN,He Ji Ting,2023-10-24,"59,000"
17,CHN,Liu Yu Chen,2023-10-24,"57,580"
18,TPE,Lu Ching Yao,2023-10-24,"54,400"
19,CHN,Ren Xiang Yu,2023-10-24,"54,160"
20,JPN,Keiichiro Matsui,2023-10-24,"52,310"
21,TPE,Fang-Chih Lee,2023-10-24,"46,350"
22,MAS,Man Wei Chong,2023-10-24,"45,340"
23,MAS,Goh Sze Fei,2023-10-24,"45,260"
24,TPE,Su Ching Heng,2023-10-24,"44,300"
25,ENG,Ben Lane,2023-10-24,"43,430"
26,KOR,Choi Sol Gyu,2023-10-24,"43,400"
27,FRA,Lucas Corvee,2023-10-24,"42,980"
28,THA,Supak Jomkoh,2023-10-24,"39,750"
29,SCO,Alexander Dunn,2023-10-24,"39,520"
30,DEN,Rasmus Kjær,2023-10-24,"37,760"
31,JPN,Ayato Endo,2023-10-24,"36,210"
32,CHN,Chen Bo Yang,2023-10-24,"36,030"
33,TPE,Chang Ko-Chi,2023-10-24,"35,560"
34,GER,Mark Lamsfuss,2023-10-24,"35,070"
35,FRA,Christo Popov,2023-10-24,"34,420"
36,TPE,Chiu Hsiang Chieh,2023-10-24,"33,430"
37,IND,Krishna Prasad Garaga,2023-10-24,"29,360"
38,DEN,Jeppe Bay,2023-10-24,"29,120"
39,INA,Marcus Fernaldi Gideon,2023-10-24,"28,790"
40,IND,M.R. Arjun,2023-10-24,"26,470"
41,JPN,Kenya Mitsuhashi,2023-10-24,"24,480"
42,INA,Sabar Karyaman Gutama,2023-10-24,"21,020"
43,KOR,Jin Yong,2023-10-24,"20,990"
44,KOR,Kim Gi Jung,2023-10-24,"20,770"
45,IRL,Joshua Magee,2023-10-24,"19,310"
46,MAS,Boon Xin Yuan,2023-10-24,"18,990"
47,SCO,Christopher Grimley,2023-10-24,"18,970"
48,CAN,Dong Adam (Xingyu),2023-10-24,"18,550"
49,NED,Ruben Jille,2023-10-24,"16,990"
50,USA,Vinson Chiu,2023-10-24,"16,500"
51,THA,Pharanyu Kaosamaang,2023-10-24,"16,290"
52,KOR,Ko Sung Hyun,2023-10-24,"16,250"
53,JPN,Shuntaro Mezaki,2023-10-24,"16,160"
54,TPE,Lin Yu Chieh,2023-10-24,"15,970"
55,TPE,Chen Zhi Ray,2023-10-24,"14,970"
56,GER,Bjarne Geiss,2023-10-24,"13,560"
57,CAN,Kevin Lee,2023-10-24,"11,540"
58,MAS,Nur Mohd Azriyn Ayub Azriyn,2023-10-24,"11,280"
59,MAS,Junaidi Arif,2023-10-24,"11,210"
60,TPE,Chiang Chien-Wei,2023-10-24,"10,880"
61,CZE,Ondřej Král,2023-10-24,"10,780"
62,MAS,Tan Kian Meng,2023-10-24,"10,670"
63,USA,Chen Zhi Yi,2023-10-24,"10,150"
64,MAS,Low Hang Yee,2023-10-24,"10,110"
