,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Player 1 Name,Player 1 Seed,Player 2 Name,Player 2 Seed,Points Set 1 Player 1,Points Set 1 Player 2,Points Set 2 Player 1,Points Set 2 Player 2,Points Set 3 Player 1,Points Set 3 Player 2,Total Points Player 1,Total Points Player 2,Sets Won Player 1,Sets Won Player 2,Total Game Points Player 1,Total Game Points Player 2,Most Consecutive Points Player 1,Most Consecutive Points Player 2,Player 1 Head to Head Analysis,Player 2 Head to Head Analysis,Match Winner
0,Yonex_All_England_Open,2018-03-18,England,MS,3,0,75,China,China,Shi Yu Qi,7,Lin Dan,6,21,19,16,21,21,9,58,49,2,1,3,1,7,3,5,2,1
1,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,3,0,68,Indonesia,Thailand,Tommy Sugiarto,,Khosit Phetpradab,,20,22,21,10,21,16,62,48,2,1,7,1,7,5,2,0,1
2,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,3,0,59,Japan,Denmark,Kanta Tsuneyama,,Jan O Jorgensen,,12,21,21,17,21,6,54,44,2,1,3,1,9,5,2,0,1
3,Yonex_All_England_Open,2018-03-17,England,MS,2,0,45,China,Korea,Shi Yu Qi,7,Son Wan Ho,5,21,17,21,14,0,0,42,31,2,0,3,0,7,4,6,4,1
4,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,2,0,38,Japan,Indonesia,Kento Momota,,Tommy Sugiarto,,21,11,21,15,0,0,42,26,2,0,4,0,6,4,9,3,1
5,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,2,0,49,Japan,Indonesia,Kento Momota,,Anthony Sinisuka Ginting,,21,14,21,15,0,0,42,29,2,0,4,0,7,8,11,5,1
6,Yonex_All_England_Open,2018-03-17,England,MS,3,0,61,China,China,Lin Dan,6,Huang Yu Xiang,,21,14,13,21,21,11,55,46,2,1,3,1,4,4,2,0,1
7,Yonex_All_England_Open,2018-03-15,England,MS,3,0,64,Malaysia,Korea,Lee Chong Wei,2,Lee Dong Keun,,21,6,13,21,21,18,55,45,2,1,2,1,7,7,4,0,1
8,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,2,0,38,Indonesia,Netherlands,Anthony Sinisuka Ginting,,Mark Caljouw,,21,9,21,17,0,0,42,26,2,0,3,0,8,2,1,0,1
9,Blibli_Indonesia_Open,2018-07-08,Indonesia,MS,2,0,38,Japan,Denmark,Kento Momota,,Viktor Axelsen,1,21,14,21,9,0,0,42,23,2,0,2,0,6,3,14,5,1
10,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,2,0,43,Malaysia,Thailand,Lee Chong Wei,7,Kantaphon Wangcharoen,,21,13,22,20,0,0,43,33,2,0,3,0,7,4,1,0,1
11,Blibli_Indonesia_Open,2018-07-07,Indonesia,MS,3,0,52,Denmark,China,Viktor Axelsen,1,Shi Yu Qi,3,18,21,21,14,21,11,60,46,2,1,3,1,5,4,10,3,1
12,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,3,0,86,France,China,Brice Leverdez,,Chen Long,5,17,21,22,20,21,19,60,60,2,1,2,2,10,8,1,6,1
13,Yonex_All_England_Open,2018-03-16,England,MS,2,0,52,China,Malaysia,Lin Dan,6,Lee Chong Wei,2,21,16,21,17,0,0,42,33,2,0,2,0,6,4,13,6,1
14,Yonex_All_England_Open,2018-03-14,England,MS,3,0,58,India,France,Kidambi Srikanth,3,Brice Leverdez,,7,21,21,14,22,20,50,55,2,1,2,2,4,6,5,1,1
15,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,2,0,34,Denmark,Japan,Viktor Axelsen,1,Kanta Tsuneyama,,21,11,21,10,0,0,42,21,2,0,2,0,6,2,6,1,1
16,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,3,0,60,India,China,Prannoy H. S.,8,Lin Dan,,21,15,9,21,21,14,51,50,2,1,3,2,5,8,3,2,1
17,Blibli_Indonesia_Open,2018-07-07,Indonesia,MS,2,0,52,Japan,Malaysia,Kento Momota,,Lee Chong Wei,7,23,21,21,12,0,0,44,33,2,0,7,1,8,4,2,2,1
18,Yonex_All_England_Open,2018-03-15,England,MS,2,0,45,Japan,Hongkong,Kenta Nishimoto,,Ng Ka Long Angus,,21,12,21,15,0,0,42,27,2,0,4,0,8,3,7,3,1
19,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,2,0,35,Chinesetaipei,India,Wang Tzu Wei,,Sai Praneeth B.,,21,10,21,13,0,0,42,23,2,0,3,0,9,4,4,0,1
20,Yonex_All_England_Open,2018-03-14,England,MS,2,0,46,China,Denmark,Lin Dan,6,Hans-Kristian Solberg Vittinghus,,21,19,21,16,0,0,42,35,2,0,4,0,7,4,5,1,1
21,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,3,0,60,Japan,India,Kento Momota,,Kidambi Srikanth,4,12,21,21,14,21,15,54,50,2,1,3,3,4,8,16,4,1
22,Victor_China_Open,2018-09-18,China,MS,3,0,51,Korea,Hongkong,Son Wan Ho,4,Lee Cheuk Yiu,,19,21,21,5,21,13,61,39,2,1,2,2,12,5,4,0,1
23,Victor_China_Open,2018-09-19,China,MS,2,0,42,China,Indonesia,Shi Yu Qi,2,Tommy Sugiarto,,23,21,21,13,0,0,44,34,2,0,2,3,5,3,3,1,1
24,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,2,0,39,Japan,Thailand,Kazumasa Sakai,,Tanongsak Saensomboonsuk,,21,17,21,13,0,0,42,30,2,0,2,0,4,4,1,1,1
25,Yonex_All_England_Open,2018-03-16,England,MS,2,0,39,China,China,Shi Yu Qi,7,Chen Long,4,21,10,21,17,0,0,42,27,2,0,2,0,5,4,2,5,1
26,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,3,0,60,Malaysia,Hongkong,Lee Chong Wei,7,Ng Ka Long Angus,,21,15,18,21,21,10,60,46,2,1,3,1,4,4,8,1,1
27,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,2,0,39,Denmark,Indonesia,Viktor Axelsen,1,Jonatan Christie,,21,10,21,19,0,0,42,29,2,0,2,0,6,4,10,2,1
28,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,2,0,47,Malaysia,Denmark,Lee Chong Wei,7,Anders Antonsen,,21,12,21,15,0,0,42,27,2,0,2,0,8,5,1,0,1
29,Victor_China_Open,2018-09-18,China,MS,3,0,54,Indonesia,China,Anthony Sinisuka Ginting,,Lin Dan,,22,24,21,5,21,19,64,48,2,1,3,7,7,5,2,3,1
30,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,2,0,39,China,India,Shi Yu Qi,3,Prannoy H. S.,8,21,17,21,18,0,0,42,35,2,0,3,0,6,4,7,2,1
31,Victor_China_Open,2018-09-19,China,MS,2,0,31,India,Denmark,Kidambi Srikanth,7,Rasmus Gemke,,21,9,21,19,0,0,42,28,2,0,2,0,7,5,1,1,1
32,Yonex_All_England_Open,2018-03-16,England,MS,3,0,78,Korea,Japan,Son Wan Ho,5,Kenta Nishimoto,,21,18,9,21,21,14,51,53,2,1,2,2,8,6,6,3,1
33,Victor_China_Open,2018-09-20,China,MS,2,0,45,Indonesia,Denmark,Anthony Sinisuka Ginting,,Viktor Axelsen,1,21,18,21,17,0,0,42,35,2,0,3,0,6,4,5,13,1
34,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,3,0,69,India,Denmark,Sameer Verma,,Rasmus Gemke,,21,9,12,21,22,20,55,50,2,1,5,2,7,4,3,0,1
35,Yonex_All_England_Open,2018-03-15,England,MS,2,0,43,Korea,Indonesia,Son Wan Ho,5,Jonatan Christie,,21,16,21,12,0,0,42,28,2,0,4,0,7,6,4,2,1
36,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,2,0,33,Chinesetaipei,Hongkong,Chou Tien Chen,6,Wong Wing Ki Vincent,,21,17,21,11,0,0,42,28,2,0,4,0,4,4,6,3,1
37,Yonex_All_England_Open,2018-03-16,England,MS,3,0,77,China,India,Huang Yu Xiang,,Prannoy H. S.,,20,22,21,16,23,21,64,59,2,1,6,1,5,8,3,2,1
38,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,3,0,62,China,England,Shi Yu Qi,3,Rajiv Ouseph,,16,21,21,18,21,18,58,57,2,1,3,1,3,4,4,2,1
39,Yonex_All_England_Open,2018-03-14,England,MS,2,0,34,China,China,Chen Long,4,Qiao Bin,,21,13,21,11,0,0,42,24,2,0,3,0,6,5,3,0,1
40,Victor_China_Open,2018-09-22,China,MS,3,0,68,Indonesia,Chinesetaipei,Anthony Sinisuka Ginting,,Chou Tien Chen,5,12,21,21,17,21,15,54,53,2,1,5,1,4,5,10,6,1
41,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,3,0,56,Thailand,Korea,Kantaphon Wangcharoen,,Lee Hyun Il,,21,13,12,21,24,22,57,56,2,1,6,1,4,4,1,1,1
42,Victor_China_Open,2018-09-19,China,MS,2,0,34,Hongkong,India,Ng Ka Long Angus,8,Prannoy H. S.,,21,16,21,12,0,0,42,28,2,0,3,0,4,4,7,6,1
43,Victor_China_Open,2018-09-20,China,MS,2,0,35,China,Denmark,Chen Long,6,Jan O Jorgensen,,21,10,21,5,0,0,42,15,2,0,2,0,6,2,11,2,1
44,Victor_China_Open,2018-09-22,China,MS,2,0,40,Japan,China,Kento Momota,3,Shi Yu Qi,2,21,10,21,17,0,0,42,27,2,0,6,0,7,3,6,6,1
45,Yonex_All_England_Open,2018-03-14,England,MS,2,0,45,Korea,Denmark,Lee Hyun Il,,Anders Antonsen,,21,11,21,14,0,0,42,25,2,0,4,0,7,3,3,1,1
46,Victor_China_Open,2018-09-21,China,MS,2,0,35,China,Hongkong,Shi Yu Qi,2,Ng Ka Long Angus,8,21,17,21,15,0,0,42,32,2,0,2,0,5,4,11,3,1
47,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,3,0,60,India,Chinesetaipei,Prannoy H. S.,8,Wang Tzu Wei,,21,23,21,15,21,13,63,51,2,1,4,1,7,5,6,3,1
48,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,2,0,54,Denmark,Japan,Anders Antonsen,,Kenta Nishimoto,,21,14,25,23,0,0,46,37,2,0,5,2,6,4,9,4,1
49,Victor_China_Open,2018-09-21,China,MS,3,0,85,Indonesia,China,Anthony Sinisuka Ginting,,Chen Long,6,18,21,22,20,21,16,61,57,2,1,4,1,9,7,8,6,1
50,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,2,0,35,China,Japan,Shi Yu Qi,3,Kazumasa Sakai,,21,14,21,17,0,0,42,31,2,0,4,0,5,3,5,1,1
51,Yonex_All_England_Open,2018-03-15,England,MS,2,0,44,China,Chinesetaipei,Lin Dan,6,Wang Tzu Wei,,21,13,23,21,0,0,44,34,2,0,5,3,6,4,2,2,1
52,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,2,0,39,Denmark,India,Viktor Axelsen,1,Sameer Verma,,21,15,21,14,0,0,42,29,2,0,5,0,6,3,3,0,1
53,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,2,0,40,Japan,France,Kanta Tsuneyama,,Brice Leverdez,,24,22,21,13,0,0,45,35,2,0,4,1,4,7,3,0,1
54,Victor_China_Open,2018-09-23,China,MS,2,0,63,Indonesia,Japan,Anthony Sinisuka Ginting,,Kento Momota,3,23,21,21,19,0,0,44,40,2,0,3,1,6,4,5,11,1
55,Victor_China_Open,2018-09-20,China,MS,3,0,57,China,Korea,Shi Yu Qi,2,Lee Hyun Il,,19,21,21,18,21,15,61,54,2,1,4,4,6,8,4,1,1
56,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,3,0,64,Indonesia,Chinesetaipei,Tommy Sugiarto,,Chou Tien Chen,6,21,13,14,21,21,18,56,52,2,1,9,3,5,4,5,5,1
57,Yonex_All_England_Open,2018-03-15,England,MS,2,0,51,China,Thailand,Chen Long,4,Khosit Phetpradab,,21,18,21,14,0,0,42,32,2,0,4,0,5,6,3,1,1
58,Yonex_All_England_Open,2018-03-15,England,MS,2,0,38,China,Korea,Shi Yu Qi,7,Lee Hyun Il,,21,11,21,19,0,0,42,30,2,0,4,0,5,5,4,1,1
59,Victor_China_Open,2018-09-21,China,MS,2,0,28,Japan,India,Kento Momota,3,Kidambi Srikanth,7,21,9,21,11,0,0,42,20,2,0,6,0,9,3,16,4,1
60,Victor_China_Open,2018-09-18,China,MS,2,0,30,Denmark,Thailand,Viktor Axelsen,1,Khosit Phetpradab,,21,12,21,15,0,0,42,27,2,0,4,0,4,2,5,0,1
61,Victor_China_Open,2018-09-21,China,MS,2,0,39,Chinesetaipei,Korea,Chou Tien Chen,5,Son Wan Ho,4,21,17,21,14,0,0,42,31,2,0,2,0,6,5,3,8,1
62,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,1,1,6,Denmark,Korea,Hans-Kristian Solberg Vittinghus,,Son Wan Ho,2,11,6,0,0,0,0,11,6,1,0,0,0,3,2,3,6,1
63,Victor_China_Open,2018-09-18,China,MS,3,0,60,Denmark,Korea,Jan O Jorgensen,,Lee Dong Keun,,18,21,21,17,21,13,60,51,2,1,4,1,8,4,9,2,1
64,Victor_China_Open,2018-09-20,China,MS,2,0,28,Chinesetaipei,Thailand,Chou Tien Chen,5,Kantaphon Wangcharoen,,21,14,21,11,0,0,42,25,2,0,3,0,6,2,7,1,1
65,Yonex_All_England_Open,2019-03-06,England,MS,2,0,45,China,Denmark,Shi Yu Qi,2,Anders Antonsen,,21,17,21,16,0,0,42,33,2,0,3,0,5,4,6,3,1
66,Yonex_All_England_Open,2018-03-15,England,MS,2,0,38,India,Indonesia,Prannoy H. S.,,Tommy Sugiarto,,21,10,21,19,0,0,42,29,2,0,3,0,5,3,3,0,1
67,Victor_China_Open,2018-09-19,China,MS,3,0,69,Korea,Denmark,Lee Hyun Il,,Anders Antonsen,,18,21,21,19,21,18,60,58,2,1,2,4,5,4,3,1,1
68,Victor_China_Open,2018-09-18,China,MS,3,0,75,China,China,Chen Long,6,Huang Yu Xiang,,20,22,21,19,21,13,62,54,2,1,3,1,6,6,3,0,1
69,Yonex_All_England_Open,2018-03-14,England,MS,2,0,41,Chinesetaipei,Thailand,Wang Tzu Wei,,Tanongsak Saensomboonsuk,,21,17,21,18,0,0,42,35,2,0,4,0,6,5,3,0,1
70,Victor_China_Open,2018-09-20,China,MS,2,0,30,Japan,Japan,Kento Momota,3,Kenta Nishimoto,,21,9,21,9,0,0,42,18,2,0,4,0,8,3,4,3,1
71,Victor_China_Open,2018-09-19,China,MS,2,0,35,Japan,France,Kento Momota,3,Brice Leverdez,,21,14,21,12,0,0,42,26,2,0,4,0,6,7,3,0,1
72,Yonex_All_England_Open,2018-03-15,England,MS,3,0,52,China,India,Huang Yu Xiang,,Kidambi Srikanth,3,21,11,15,21,22,20,58,52,2,1,3,4,5,6,1,4,1
73,Yonex_All_England_Open,2018-03-14,England,MS,2,0,44,Japan,Japan,Kenta Nishimoto,,Kanta Tsuneyama,,21,8,21,18,0,0,42,26,2,0,3,0,7,4,4,1,1
74,Yonex_All_England_Open,2019-03-06,England,MS,2,0,41,Indonesia,England,Tommy Sugiarto,,Rajiv Ouseph,,21,16,21,19,0,0,42,35,2,0,6,0,8,4,7,1,1
75,Victor_China_Open,2018-09-18,China,MS,2,0,23,Hongkong,Chinesetaipei,Wong Wing Ki Vincent,,Wang Tzu Wei,,21,10,21,13,0,0,42,23,2,0,3,0,5,3,4,1,1
76,Victor_China_Open,2018-09-20,China,MS,2,0,44,Korea,Hongkong,Son Wan Ho,4,Wong Wing Ki Vincent,,21,16,21,16,0,0,42,32,2,0,3,0,5,5,1,1,1
77,Victor_China_Open,2018-09-18,China,MS,2,0,34,Thailand,Denmark,Kantaphon Wangcharoen,,Hans-Kristian Solberg Vittinghus,,21,18,21,18,0,0,42,36,2,0,3,0,7,5,2,2,1
78,Victor_China_Open,2018-09-20,China,MS,3,0,63,India,Thailand,Kidambi Srikanth,7,Suppanyu Avihingsanon,,21,12,15,21,24,22,60,55,2,1,6,2,6,5,2,0,1
79,Yonex_All_England_Open,2019-03-07,England,MS,3,0,59,India,Indonesia,Kidambi Srikanth,7,Jonatan Christie,,21,17,11,21,21,12,53,50,2,1,5,1,5,6,7,5,1
80,Victor_China_Open,2018-09-19,China,MS,3,0,59,Indonesia,Japan,Jonatan Christie,,Kanta Tsuneyama,,21,18,17,21,21,13,59,52,2,1,4,2,6,5,5,0,1
81,Victor_China_Open,2018-09-19,China,MS,2,0,41,Thailand,Netherlands,Suppanyu Avihingsanon,,Mark Caljouw,,22,20,21,17,0,0,43,37,2,0,3,1,5,5,1,1,1
82,Victor_China_Open,2018-09-18,China,MS,3,0,61,Chinesetaipei,Chinesetaipei,Chou Tien Chen,5,Hsu Jen Hao,,21,11,20,22,21,19,62,52,2,1,3,2,4,4,2,1,1
83,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,2,0,36,Thailand,Denmark,Kantaphon Wangcharoen,,Hans-Kristian Solberg Vittinghus,,21,18,21,11,0,0,42,29,2,0,2,0,5,6,2,2,1
84,Victor_China_Open,2018-09-20,China,MS,2,0,39,Hongkong,Indonesia,Ng Ka Long Angus,8,Jonatan Christie,,21,18,21,16,0,0,42,34,2,0,2,0,7,4,5,7,1
85,Yonex_All_England_Open,2019-03-07,England,MS,2,0,41,Denmark,China,Viktor Axelsen,6,Lu Guang Zu,,21,19,21,16,0,0,42,35,2,0,3,0,8,8,7,0,1
86,Yonex_All_England_Open,2019-03-06,England,MS,3,0,65,Denmark,India,Viktor Axelsen,6,Sameer Verma,,16,21,21,18,21,14,58,53,2,1,5,1,8,5,3,0,1
87,Yonex_All_England_Open,2019-03-06,England,MS,2,0,40,Japan,Thailand,Kento Momota,1,Khosit Phetpradab,,21,13,21,7,0,0,42,20,2,0,4,0,10,3,4,0,1
88,Victor_China_Open,2018-09-19,China,MS,2,0,33,Japan,Japan,Kenta Nishimoto,,Kazumasa Sakai,,21,12,21,11,0,0,42,23,2,0,4,0,5,4,1,2,1
89,Yonex_All_England_Open,2019-03-08,England,MS,3,0,68,Hongkong,Indonesia,Ng Ka Long Angus,,Tommy Sugiarto,,16,21,21,14,21,15,58,50,2,1,2,2,3,6,4,5,1
90,Yonex_All_England_Open,2019-03-09,England,MS,2,0,54,Japan,Hongkong,Kento Momota,1,Ng Ka Long Angus,,21,19,21,11,0,0,42,30,2,0,3,0,5,5,7,1,1
91,Yonex_All_England_Open,2019-03-10,England,MS,3,0,81,Japan,Denmark,Kento Momota,1,Viktor Axelsen,6,21,11,15,21,21,15,57,47,2,1,3,3,8,5,14,5,1
92,Blibli_Indonesia_Open,2019-07-16,Indonesia,MS,2,0,43,Denmark,Chinesetaipei,Hans-Kristian Solberg Vittinghus,,Wang Tzu Wei,,21,16,21,18,0,0,42,34,2,0,3,0,6,4,4,3,1
93,Yonex_All_England_Open,2019-03-07,England,MS,3,0,80,Indonesia,China,Tommy Sugiarto,,Huang Yu Xiang,,22,24,21,17,21,16,64,57,2,1,6,4,10,5,2,0,1
94,Yonex_All_England_Open,2019-03-09,England,MS,3,0,66,Denmark,China,Viktor Axelsen,6,Shi Yu Qi,2,22,20,13,21,21,9,56,50,2,1,4,1,5,6,10,3,1
95,Yonex_All_England_Open,2019-03-08,England,MS,2,0,44,Japan,India,Kento Momota,1,Kidambi Srikanth,7,21,12,21,16,0,0,42,28,2,0,8,0,9,4,16,4,1
96,Blibli_Indonesia_Open,2019-07-18,Indonesia,MS,3,0,76,Chinesetaipei,China,Chou Tien Chen,4,Lin Dan,,24,22,17,21,21,13,62,56,2,1,2,6,5,5,3,7,1
97,Blibli_Indonesia_Open,2019-07-17,Indonesia,MS,3,0,92,China,Indonesia,Chen Long,5,Tommy Sugiarto,,22,20,14,21,21,17,57,58,2,1,4,1,7,7,12,1,1
98,Yonex_All_England_Open,2019-03-07,England,MS,2,0,32,China,Malaysia,Shi Yu Qi,2,Liew Daren,,21,8,21,10,0,0,42,18,2,0,3,0,7,3,3,1,1
99,Blibli_Indonesia_Open,2019-07-19,Indonesia,MS,3,0,76,Chinesetaipei,Indonesia,Chou Tien Chen,4,Jonatan Christie,6,16,21,21,18,21,14,58,53,2,1,2,2,8,5,7,9,1
100,Blibli_Indonesia_Open,2019-07-18,Indonesia,MS,3,0,84,Thailand,Indonesia,Kantaphon Wangcharoen,,Anthony Sinisuka Ginting,7,22,20,11,21,21,19,54,60,2,1,4,3,8,8,4,7,1
101,Blibli_Indonesia_Open,2019-07-21,Indonesia,MS,3,0,91,Chinesetaipei,Denmark,Chou Tien Chen,4,Anders Antonsen,,21,18,24,26,21,15,66,59,2,1,7,5,6,5,7,4,1
102,Yonex_All_England_Open,2019-03-08,England,MS,2,0,37,China,Japan,Shi Yu Qi,2,Kanta Tsuneyama,,21,14,21,7,0,0,42,21,2,0,2,0,11,5,6,1,1
103,Blibli_Indonesia_Open,2019-07-18,Indonesia,MS,2,0,42,Indonesia,Denmark,Jonatan Christie,6,Hans-Kristian Solberg Vittinghus,,22,20,21,13,0,0,43,33,2,0,8,0,11,6,4,0,1
104,Blibli_Indonesia_Open,2019-07-20,Indonesia,MS,3,0,77,Chinesetaipei,Thailand,Chou Tien Chen,4,Kantaphon Wangcharoen,,21,19,18,21,21,16,60,56,2,1,5,2,6,6,7,1,1
105,Blibli_Indonesia_Open,2019-07-19,Indonesia,MS,2,0,33,Hongkong,Hongkong,Wong Wing Ki Vincent,,Ng Ka Long Angus,,21,16,21,13,0,0,42,29,2,0,4,0,7,4,4,2,1
106,Victor_China_Open,2019-09-17,China,MS,3,0,79,China,Malaysia,Chen Long,5,Lee Zii Jia,,21,16,12,21,23,21,56,58,2,1,4,1,5,6,4,2,1
107,Blibli_Indonesia_Open,2019-07-20,Indonesia,MS,2,0,50,Denmark,Hongkong,Anders Antonsen,,Wong Wing Ki Vincent,,21,17,21,10,0,0,42,27,2,0,2,0,6,4,1,0,1
108,Yonex_All_England_Open,2019-03-08,England,MS,2,0,43,Denmark,Denmark,Viktor Axelsen,6,Jan O Jorgensen,,23,21,21,18,0,0,44,39,2,0,5,1,5,4,5,3,1
109,Blibli_Indonesia_Open,2019-07-17,Indonesia,MS,2,0,35,Hongkong,France,Ng Ka Long Angus,,Brice Leverdez,,21,13,21,9,0,0,42,22,2,0,2,0,5,3,4,1,1
110,Blibli_Indonesia_Open,2019-07-19,Indonesia,MS,2,0,49,Denmark,Malaysia,Anders Antonsen,,Lee Zii Jia,,21,16,21,11,0,0,42,27,2,0,5,0,9,4,5,4,1
111,Blibli_Indonesia_Open,2019-07-18,Indonesia,MS,1,1,12,Denmark,China,Anders Antonsen,,Shi Yu Qi,2,7,6,0,0,0,0,7,6,1,0,0,0,3,3,3,6,1
112,Blibli_Indonesia_Open,2019-07-16,Indonesia,MS,2,0,35,Chinesetaipei,Thailand,Chou Tien Chen,4,Suppanyu Avihingsanon,,21,12,21,11,0,0,42,23,2,0,8,0,7,3,6,0,1
113,Yonex_All_England_Open,2018-03-14,England,MS,2,0,33,Indonesia,Hongkong,Jonatan Christie,,Wong Wing Ki Vincent,,21,7,21,13,0,0,42,20,2,0,2,0,8,3,4,1,1
114,Victor_China_Open,2019-09-17,China,MS,3,0,61,Japan,Denmark,Kanta Tsuneyama,,Viktor Axelsen,6,10,21,21,14,21,16,52,51,2,1,2,1,8,8,1,6,1
115,Yonex_All_England_Open,2019-03-06,England,MS,3,0,55,China,Denmark,Lu Guang Zu,,Hans-Kristian Solberg Vittinghus,,20,22,21,15,21,11,62,48,2,1,3,1,10,5,2,0,1
116,Blibli_Indonesia_Open,2019-07-19,Indonesia,MS,2,0,39,Thailand,China,Kantaphon Wangcharoen,,Huang Yu Xiang,,21,10,21,17,0,0,42,27,2,0,2,0,5,3,3,1,1
117,Blibli_Indonesia_Open,2019-07-17,Indonesia,MS,2,0,38,India,Japan,Kidambi Srikanth,8,Kenta Nishimoto,,21,14,21,13,0,0,42,27,2,0,3,0,6,3,6,4,1
118,Yonex_All_England_Open,2019-03-07,England,MS,2,0,35,Hongkong,India,Ng Ka Long Angus,,Sai Praneeth B.,,21,12,21,17,0,0,42,29,2,0,3,0,8,5,3,2,1
119,Victor_China_Open,2019-09-19,China,MS,2,0,51,Chinesetaipei,China,Chou Tien Chen,2,Huang Yu Xiang,,21,19,21,18,0,0,42,37,2,0,3,0,4,3,3,2,1
120,Victor_China_Open,2019-09-17,China,MS,2,0,49,Japan,China,Kento Momota,1,Lin Dan,,21,14,21,14,0,0,42,28,2,0,3,0,5,3,4,1,1
121,Blibli_Indonesia_Open,2019-07-17,Indonesia,MS,2,0,36,Hongkong,Indonesia,Lee Cheuk Yiu,,Yehezkiel Fritz Mainaky,,21,12,21,15,0,0,42,27,2,0,3,0,4,2,1,0,1
122,Victor_China_Open,2019-09-19,China,MS,2,0,37,Japan,Indonesia,Kento Momota,1,Tommy Sugiarto,,21,10,21,11,0,0,42,21,2,0,2,0,6,3,9,3,1
123,Victor_China_Open,2019-09-18,China,MS,2,0,34,Chinesetaipei,Thailand,Chou Tien Chen,2,Khosit Phetpradab,,21,12,21,10,0,0,42,22,2,0,2,0,6,2,4,1,1
124,Yonex_All_England_Open,2019-03-07,England,MS,2,0,52,Japan,Japan,Kanta Tsuneyama,,Kenta Nishimoto,,21,19,21,13,0,0,42,32,2,0,3,0,6,3,1,4,1
125,Yonex_All_England_Open,2019-03-07,England,MS,2,0,56,Japan,Thailand,Kento Momota,1,Kantaphon Wangcharoen,,21,19,21,11,0,0,42,30,2,0,5,0,5,4,4,0,1
126,Yonex_All_England_Open,2018-03-14,England,MS,2,0,39,Hongkong,Netherlands,Ng Ka Long Angus,,Mark Caljouw,,22,20,21,11,0,0,43,31,2,0,7,0,8,5,7,0,1
127,Blibli_Indonesia_Open,2019-07-17,Indonesia,MS,3,0,55,Hongkong,India,Wong Wing Ki Vincent,,Sai Praneeth B.,,21,15,13,21,21,10,55,46,2,1,2,1,8,4,3,2,1
128,Victor_China_Open,2019-09-19,China,MS,2,0,48,China,Chinesetaipei,Chen Long,5,Wang Tzu Wei,,21,10,21,17,0,0,42,27,2,0,3,0,6,2,4,2,1
129,Blibli_Indonesia_Open,2019-07-16,Indonesia,MS,3,0,56,China,Canada,Lin Dan,,Jason Anthony Ho-Shue,,14,21,21,16,21,16,56,53,2,1,3,2,5,6,1,0,1
130,Yonex_All_England_Open,2018-03-14,England,MS,3,0,59,Korea,India,Son Wan Ho,5,Sai Praneeth B.,,13,21,21,15,21,11,55,47,2,1,3,3,5,5,4,1,1
131,Victor_China_Open,2019-09-20,China,MS,2,0,49,Denmark,Chinesetaipei,Anders Antonsen,8,Chou Tien Chen,2,21,17,21,11,0,0,42,28,2,0,3,0,5,3,4,7,1
132,Blibli_Indonesia_Open,2019-07-17,Indonesia,MS,2,0,39,Malaysia,Thailand,Lee Zii Jia,,Khosit Phetpradab,,21,14,21,13,0,0,42,27,2,0,7,0,6,3,2,0,1
133,Victor_China_Open,2019-09-18,China,MS,3,0,71,Denmark,Hongkong,Rasmus Gemke,,Lee Cheuk Yiu,,21,13,14,21,21,14,56,48,2,1,2,1,6,4,3,3,1
134,Blibli_Indonesia_Open,2019-07-16,Indonesia,MS,3,0,85,Thailand,Japan,Kantaphon Wangcharoen,,Kanta Tsuneyama,,21,19,19,21,21,17,61,57,2,1,3,1,6,6,2,0,1
135,Blibli_Indonesia_Open,2019-07-18,Indonesia,MS,3,0,74,China,Japan,Huang Yu Xiang,,Kento Momota,1,21,16,11,21,21,18,53,55,2,1,2,2,6,9,2,3,1
