,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team 1 Nationalities,Team 2 Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
2090,Yonex_All_England_Open,2022-03-16,England,XD,6,0,64,Indonesia,Denmark,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",,"Mathias Christiansen, Alexandra Bøje",,11,21,21.0,19.0,21.0,18.0,53,58,2,1,4,1,5,5,1,0,1
2091,Victor_China_Open,2023-09-06,China,WS,4,0,44,China,Chinesetaipei,He Bing Jiao,5.0,Sung Shuo Yun,,21,15,21.0,13.0,,,42,28,2,0,4,0,6,3,3,0,1
2092,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MS,6,0,64,Indonesia,France,Jonatan Christie,6.0,Toma Junior Popov,,19,21,21.0,11.0,21.0,11.0,61,43,2,1,2,1,6,6,3,0,1
2093,Yonex_All_England_Open,2023-03-15,England,XD,4,0,30,Netherlands,Scotland,"Robin Tabeling, Selena Piek",,"Adam Hall, Julie Macpherson",,21,16,21.0,14.0,,,42,30,2,0,2,0,5,3,1,0,1
2094,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MS,6,0,82,Japan,Denmark,Kodai Naraoka,3.0,Anders Antonsen,,14,21,21.0,7.0,21.0,17.0,56,45,2,1,4,1,7,5,4,4,1
2095,Victor_China_Open,2023-09-08,China,XD,4,0,41,Malaysia,Thailand,"Tan Kian Meng, Lai Pei Jing",,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",4.0,21,18,21.0,19.0,,,42,37,2,0,4,0,6,3,3,9,1
2096,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MD,4,0,29,China,Chinesetaipei,"Ren Xiang Yu, Tan Qiang",,"Lee Jhe-Huei, Yang Po-Hsuan",,21,15,21.0,16.0,,,42,31,2,0,4,0,7,5,1,0,1
2097,Victor_China_Open,2023-09-05,China,MS,4,0,47,Singapore,France,Loh Kean Yew,7.0,Christo Popov,,21,14,21.0,17.0,,,42,31,2,0,6,0,6,4,3,2,1
2098,Yonex_All_England_Open,2023-03-16,England,WD,4,0,53,China,France,"Zhang Shu Xian, Zheng Yu",,"Margot Lambert, Anne Tran",,21,19,24.0,22.0,,,45,41,2,0,4,2,4,6,2,0,1
2099,Victor_China_Open,2023-09-06,China,XD,4,0,39,Malaysia,India,"Chen Tang Jie, Toh Ee Wei",,"Rohan Kapoor, Reddy Sikki",,21,15,21.0,16.0,,,42,31,2,0,5,0,5,3,1,0,1
2100,Victor_China_Open,2023-09-07,China,WD,4,0,36,China,Hongkong,"Chen Qing Chen, Jia Yi Fan",1.0,"Yeung Nga Ting, Yeung Pui Lam",,21,15,21.0,19.0,,,42,34,2,0,3,0,6,7,4,0,1
2101,Yonex_All_England_Open,2022-03-16,England,XD,4,0,22,Japan,Egypt,"Yuta Watanabe, Arisa Higashino",4.0,"Adham Hatem Elgamal, Doha Hany",,21,4,21.0,5.0,,,42,9,2,0,4,0,10,1,2,0,1
2102,Victor_China_Open,2023-09-08,China,MD,4,0,39,China,China,"Liang Wei Keng, Wang Chang",3.0,"Liu Yu Chen, Ou Xuan Yi",7.0,21,18,21.0,19.0,,,42,37,2,0,4,0,5,4,2,1,1
2103,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,40,Indonesia,China,"Fajar Alfian, Muhammad Rian Ardianto",1.0,"Ren Xiang Yu, Tan Qiang",,21,14,21.0,17.0,,,42,31,2,0,3,0,6,4,2,0,1
2104,Yonex_All_England_Open,2023-03-15,England,MS,4,0,40,China,Indonesia,Weng Hong Yang,,Jonatan Christie,2.0,21,6,21.0,11.0,,,42,17,2,0,3,0,7,3,2,2,1
2105,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,XD,4,0,51,Korea,Indonesia,"Seo Seung Jae, Chae Yu Jung",4.0,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",,21,15,21.0,17.0,,,42,32,2,0,2,0,5,5,3,1,1
2106,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,WS,4,0,43,Thailand,Chinesetaipei,Ratchanok Intanon,8.0,Wen Chi Hsu,,21,16,21.0,18.0,,,42,34,2,0,4,0,6,4,5,0,1
2107,Victor_China_Open,2023-09-08,China,WD,4,0,45,China,Japan,"Chen Qing Chen, Jia Yi Fan",1.0,"Yuki Fukushima, Sayaka Hirota",5.0,21,18,21.0,11.0,,,42,29,2,0,6,0,5,4,12,10,1
2108,Victor_China_Open,2023-09-07,China,MS,6,0,72,China,Denmark,Shi Yu Qi,8.0,Rasmus Gemke,,21,11,16.0,21.0,21.0,16.0,58,48,2,1,3,1,7,3,7,1,1
2109,Yonex_All_England_Open,2023-03-16,England,XD,2,1,36,Korea,Japan,"Kim Won Ho, Jeong Na Eun",,"Yuta Watanabe, Arisa Higashino",2.0,23,21,,,,,23,21,1,0,2,1,5,5,3,2,1
2110,Victor_China_Open,2023-09-06,China,WS,4,0,38,Japan,Malaysia,Aya Ohori,,Goh Jin Wei,,21,18,21.0,12.0,,,42,30,2,0,3,0,6,5,3,1,1
2111,Victor_China_Open,2023-09-05,China,WS,4,0,45,China,Japan,Gao Fang Jie,,Natsuki Nidaira,,21,13,21.0,14.0,,,42,27,2,0,5,0,7,3,2,0,1
2112,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,WD,4,0,32,Indonesia,Canada,"Apriyani Rahayu, Siti Fadia Silva Ramadhanti",4.0,"Catherine Choi, Josephine Wu",,21,13,21.0,10.0,,,42,23,2,0,2,0,5,2,2,0,1
2113,Yonex_All_England_Open,2022-03-16,England,XD,4,0,22,Malaysia,India,"Hoo Pang Ron, Cheah Yee See",,"Venkat Gaurav Prasad, Juhi Dewangan",,21,9,21.0,13.0,,,42,22,2,0,2,0,6,3,1,0,1
2114,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MS,4,0,35,Chinesetaipei,Thailand,Wang Tzu Wei,,Kantaphon Wangcharoen,,21,12,21.0,9.0,,,42,21,2,0,3,0,6,2,4,2,1
2115,Yonex_All_England_Open,2023-03-15,England,WD,6,0,73,Hongkong,Korea,"Yeung Nga Ting, Yeung Pui Lam",,"Jeong Na Eun, Kim Hye Jeong",,12,21,21.0,19.0,21.0,14.0,54,54,2,1,3,3,8,5,1,1,1
2116,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WD,4,0,30,Canada,Indonesia,"Catherine Choi, Josephine Wu",,"Ridya Aulia Fatasya, Kelly Larissa",,21,17,21.0,12.0,,,42,29,2,0,6,0,9,3,1,0,1
2117,Victor_China_Open,2023-09-08,China,WD,6,0,75,Korea,Indonesia,"Baek Ha Na, Lee So Hee",,"Apriyani Rahayu, Siti Fadia Silva Ramadhanti",,21,15,18.0,21.0,21.0,10.0,60,46,2,1,6,1,5,5,4,1,1
2118,Victor_China_Open,2023-09-06,China,WS,4,0,40,Germany,Scotland,Yvonne Li,,Kirsty Gilmour,,21,16,21.0,18.0,,,42,34,2,0,3,0,5,5,3,6,1
2119,Victor_China_Open,2023-09-05,China,XD,6,0,60,Indonesia,China,"Praveen Jordan, Melati Daeva Oktavianti",,"Jiang Zhen Bang, Wei Ya Xin",7.0,21,16,12.0,21.0,21.0,16.0,54,53,2,1,2,1,4,4,1,3,1
2120,Victor_China_Open,2023-09-07,China,MD,4,0,40,Malaysia,China,"Aaron Chia, Soh Wooi Yik",4.0,"He Ji Ting, Zhou Hao Dong",,21,16,21.0,17.0,,,42,33,2,0,3,0,3,3,3,1,1
2121,Yonex_All_England_Open,2023-03-16,England,MS,6,0,62,China,Indonesia,Weng Hong Yang,,Chico Aura Dwi Wardoyo,,21,11,15.0,21.0,21.0,13.0,57,45,2,1,6,2,9,5,2,0,1
2122,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,WD,4,0,51,Korea,Hongkong,"Jeong Na Eun, Kim Hye Jeong",,"Yeung Nga Ting, Yeung Pui Lam",,23,21,21.0,11.0,,,44,32,2,0,4,1,12,5,1,1,1
2123,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,XD,6,0,60,Japan,Malaysia,"Hiroki Midorikawa, Natsu Saito",,"Chen Tang Jie, Toh Ee Wei",,21,17,15.0,21.0,21.0,17.0,57,55,2,1,5,2,5,5,2,2,1
2124,Victor_China_Open,2023-09-08,China,WS,4,0,47,China,China,Chen Yu Fei,3.0,He Bing Jiao,5.0,21,18,21.0,11.0,,,42,29,2,0,2,0,6,6,10,8,1
2125,Yonex_All_England_Open,2023-03-15,England,MD,4,0,28,China,Thailand,"Liang Wei Keng, Wang Chang",,"Supak Jomkoh, Kittinupong Kedren",,21,13,21.0,18.0,,,42,31,2,0,3,0,5,5,2,1,1
2126,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WD,4,0,48,Korea,Japan,"Baek Ha Na, Lee So Hee",,"Rui Hirokami, Yuna Kato",,21,16,21.0,12.0,,,42,28,2,0,2,0,4,2,2,0,1
2127,Yonex_All_England_Open,2022-03-16,England,XD,6,0,58,France,Japan,"Thom Gicquel, Delphine Delrue",8.0,"Kyohei Yamashita, Naru Shinoya",,21,16,14.0,21.0,21.0,15.0,56,52,2,1,3,2,9,5,1,0,1
2128,Victor_China_Open,2023-09-06,China,MD,6,0,68,Indonesia,India,"Muhammad Shohibul Fikri, Bagas Maulana",,"Satwiksairaj Rankireddy, Chirag Shetty",,21,17,11.0,21.0,21.0,17.0,53,55,2,1,6,2,5,6,4,4,1
2129,Victor_China_Open,2023-09-05,China,WD,6,0,69,Hongkong,Japan,"Yeung Nga Ting, Yeung Pui Lam",,"Rin Iwanaga, Kie Nakanishi",,17,21,21.0,15.0,21.0,9.0,59,45,2,1,3,2,5,5,1,1,1
2130,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,MS,4,0,64,Canada,Ireland,Brian Yang,,Nhat Nguyen,,21,18,22.0,20.0,,,43,38,2,0,3,0,8,5,2,0,1
2131,Victor_China_Open,2023-09-08,China,MS,6,0,85,China,Japan,Shi Yu Qi,8.0,Kodai Naraoka,4.0,18,21,21.0,9.0,22.0,20.0,61,50,2,1,3,2,5,6,7,4,1
2132,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,WS,4,0,39,China,Germany,He Bing Jiao,5.0,Yvonne Li,,21,16,21.0,14.0,,,42,30,2,0,5,0,5,3,2,0,1
2133,Victor_China_Open,2023-09-07,China,WD,4,0,34,Japan,Denmark,"Mayu Matsumoto, Wakana Nagahara",4.0,"Maiken Fruergaard, Sara Thygesen",,21,12,21.0,15.0,,,42,27,2,0,4,0,6,3,7,0,1
2134,Yonex_All_England_Open,2023-03-16,England,WD,4,0,33,Korea,Chinesetaipei,"Kim So Yeong, Kong Hee Yong",6.0,"Lee Chia Hsin, Teng Chun Hsun",,21,11,21.0,13.0,,,42,24,2,0,3,0,4,3,2,0,1
2135,Yonex_All_England_Open,2023-03-15,England,WS,6,0,67,China,Usa,He Bing Jiao,5.0,Iris Wang,,17,21,21.0,17.0,21.0,6.0,59,44,2,1,4,1,8,5,4,0,1
2136,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MD,2,1,27,Korea,Chinesetaipei,"Choi Sol Gyu, Kim Won Ho",,"Su Ching Heng, Ye Hong Wei",,21,18,,,,,21,18,1,0,2,0,7,4,1,0,1
2137,Victor_China_Open,2023-09-08,China,MD,4,0,39,Korea,Indonesia,"Kang Min Hyuk, Seo Seung Jae",,"Muhammad Shohibul Fikri, Bagas Maulana",,21,15,21.0,17.0,,,42,32,2,0,2,0,5,4,5,1,1
2138,Yonex_All_England_Open,2022-03-16,England,XD,4,0,33,Thailand,Malaysia,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",1.0,"Chen Tang Jie, Peck Yen Wei",,21,10,21.0,18.0,,,42,28,2,0,3,0,8,4,4,0,1
2139,Victor_China_Open,2023-09-06,China,MS,6,0,75,Japan,Malaysia,Kodai Naraoka,4.0,Lee Zii Jia,,26,24,12.0,21.0,21.0,11.0,59,56,2,1,9,1,6,4,3,3,1
2140,Victor_China_Open,2023-09-05,China,MS,6,0,74,Indonesia,China,Jonatan Christie,5.0,Weng Hong Yang,,22,20,19.0,21.0,21.0,10.0,62,51,2,1,3,1,6,5,2,2,1
2141,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,WS,4,0,34,Spain,Malaysia,Carolina Marin,6.0,Goh Jin Wei,,21,11,21.0,11.0,,,42,22,2,0,2,0,6,4,3,0,1
2142,Yonex_All_England_Open,2023-03-16,England,MD,4,0,30,Indonesia,France,"Mohammad Ahsan, Hendra Setiawan",3.0,"Lucas Corvee, Ronan Labar",,21,14,21.0,13.0,,,42,27,2,0,5,0,5,3,2,1,1
2143,Victor_China_Open,2023-09-07,China,MD,6,0,69,Korea,Chinesetaipei,"Kang Min Hyuk, Seo Seung Jae",,"Lee Yang, Wang Chi-Lin",5.0,21,19,17.0,21.0,25.0,23.0,63,63,2,1,3,5,4,5,4,1,1
2144,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MD,4,0,31,China,Japan,"Liang Wei Keng, Wang Chang",6.0,"Keiichiro Matsui, Yoshinori Takeuchi",,21,9,21.0,16.0,,,42,25,2,0,3,0,6,3,3,0,1
2145,Victor_China_Open,2023-09-08,China,MS,4,0,51,Denmark,Singapore,Viktor Axelsen,1.0,Loh Kean Yew,7.0,21,17,23.0,21.0,,,44,38,2,0,4,0,6,5,9,2,1
2146,Victor_China_Open,2023-09-09,China,XD,4,0,34,Korea,Malaysia,"Seo Seung Jae, Chae Yu Jung",5.0,"Tan Kian Meng, Lai Pei Jing",,21,19,21.0,11.0,,,42,30,2,0,2,0,5,4,2,0,1
2147,Yonex_All_England_Open,2023-03-15,England,XD,6,0,65,Indonesia,Indonesia,"Praveen Jordan, Melati Daeva Oktavianti",,"Dejan Ferdinansyah, Gloria Emanuelle Widjaja",,19,21,21.0,17.0,21.0,18.0,61,56,2,1,2,3,4,4,1,0,1
2148,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,XD,6,0,71,Netherlands,Japan,"Robin Tabeling, Selena Piek",,"Kyohei Yamashita, Naru Shinoya",,22,24,21.0,12.0,21.0,19.0,64,55,2,1,2,4,6,8,3,1,1
2149,Victor_China_Open,2023-09-05,China,WS,4,0,41,Korea,Denmark,An Se Young,1.0,Mia Blichfeldt,,21,16,21.0,12.0,,,42,28,2,0,5,0,4,3,4,0,1
2150,Victor_China_Open,2023-09-06,China,WD,6,0,80,Indonesia,Thailand,"Apriyani Rahayu, Siti Fadia Silva Ramadhanti",,"Jongkolphan Kititharakul, Rawinda Prajongjai",,17,21,21.0,12.0,21.0,19.0,59,52,2,1,3,2,5,4,4,1,1
2151,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,WD,4,0,31,Korea,Usa,"Jeong Na Eun, Kim Hye Jeong",,"Srivedya Gurazada, Ishika Jaiswal",,21,15,21.0,7.0,,,42,22,2,0,3,0,9,3,1,0,1
2152,Victor_China_Open,2023-09-07,China,WD,4,0,36,Japan,Chinesetaipei,"Nami Matsuyama, Chiharu Shida",3.0,"Hsu Ya Ching, Lin Wan Ching",,21,16,21.0,16.0,,,42,32,2,0,4,0,6,5,2,0,1
2153,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,XD,4,0,39,Denmark,Indonesia,"Mathias Thyrri, Amalie Magelund",,"Rehan Naufal Kusharjanto, Lisa Ayu Kusumawati",,21,14,21.0,16.0,,,42,30,2,0,3,0,5,4,1,3,1
2154,Victor_China_Open,2023-09-08,China,XD,6,0,55,Malaysia,Chinesetaipei,"Chen Tang Jie, Toh Ee Wei",,"Ye Hong Wei, Lee Chia Hsin",,21,15,13.0,21.0,21.0,16.0,55,52,2,1,0,0,0,0,6,0,1
2155,Victor_China_Open,2023-09-09,China,WD,6,0,73,China,Japan,"Chen Qing Chen, Jia Yi Fan",1.0,"Nami Matsuyama, Chiharu Shida",3.0,20,22,21.0,15.0,21.0,16.0,62,53,2,1,3,2,4,5,12,5,1
2156,Yonex_All_England_Open,2022-03-16,England,WS,4,0,35,Japan,Thailand,Sayaka Takahashi,,Supanida Katethong,,21,17,23.0,21.0,,,44,38,2,0,3,2,6,8,1,0,1
2157,Victor_China_Open,2023-09-05,China,XD,4,0,33,Japan,Usa,"Kyohei Yamashita, Naru Shinoya",,"Vinson Chiu, Jennie Gai",,21,8,21.0,15.0,,,42,23,2,0,2,0,7,4,1,0,1
2158,Yonex_All_England_Open,2023-03-15,England,MS,4,0,44,Japan,Canada,Kenta Nishimoto,,Brian Yang,,21,16,21.0,14.0,,,42,30,2,0,3,0,7,4,4,1,1
2159,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WD,4,0,43,Chinesetaipei,Netherlands,"Lee Chia Hsin, Teng Chun Hsun",,"Debora Jille, Cheryl Seinen",,21,14,21.0,19.0,,,42,33,2,0,4,0,6,7,2,0,1
2160,Victor_China_Open,2023-09-08,China,XD,4,0,44,France,Japan,"Thom Gicquel, Delphine Delrue",7.0,"Yuta Watanabe, Arisa Higashino",2.0,22,20,21.0,14.0,,,43,34,2,0,2,2,8,5,3,1,1
2161,Victor_China_Open,2023-09-09,China,XD,4,0,38,France,Malaysia,"Thom Gicquel, Delphine Delrue",7.0,"Chen Tang Jie, Toh Ee Wei",,21,16,21.0,13.0,,,42,29,2,0,3,0,5,3,1,2,1
2162,Victor_China_Open,2023-09-06,China,MS,6,0,79,Denmark,Thailand,Rasmus Gemke,,Kantaphon Wangcharoen,,21,18,18.0,21.0,21.0,15.0,60,54,2,1,2,1,5,6,3,0,1
2163,Kapal_Api_Group_Indonesia_Open,2023-06-13,Indonesia,WD,4,0,38,Hongkong,Scotland,"Yeung Nga Ting, Yeung Pui Lam",,"Julie Macpherson, Ciara Torrance",,21,16,21.0,17.0,,,42,33,2,0,3,0,5,5,1,0,1
2164,Victor_China_Open,2023-09-07,China,XD,6,0,54,Korea,Japan,"Seo Seung Jae, Chae Yu Jung",5.0,"Kyohei Yamashita, Naru Shinoya",,8,21,21.0,18.0,21.0,19.0,50,58,2,1,4,2,6,6,2,0,1
2165,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,WS,4,0,42,Thailand,Thailand,Ratchanok Intanon,8.0,Pornpawee Chochuwong,,21,13,21.0,17.0,,,42,30,2,0,5,0,5,5,5,2,1
2166,Victor_China_Open,2023-09-09,China,WD,4,0,43,Korea,Japan,"Baek Ha Na, Lee So Hee",,"Rena Miyaura, Ayako Sakuramoto",,21,18,21.0,14.0,,,42,32,2,0,4,0,6,4,2,1,1
2167,Victor_China_Open,2023-09-08,China,WS,6,0,68,Chinesetaipei,Spain,Tai Tzu Ying,4.0,Carolina Marin,6.0,21,17,10.0,21.0,21.0,19.0,52,57,2,1,3,1,5,7,12,12,1
2168,Victor_China_Open,2023-09-10,China,XD,4,0,40,Korea,France,"Seo Seung Jae, Chae Yu Jung",5.0,"Thom Gicquel, Delphine Delrue",7.0,21,19,21.0,12.0,,,42,31,2,0,2,0,7,4,3,0,1
2169,Victor_China_Open,2023-09-06,China,MD,4,0,35,Malaysia,Korea,"Aaron Chia, Soh Wooi Yik",4.0,"Choi Sol Gyu, Kim Won Ho",,21,10,25.0,23.0,,,46,33,2,0,4,5,4,4,4,0,1
2170,Victor_China_Open,2023-09-05,China,WS,4,0,39,Spain,Chinesetaipei,Carolina Marin,6.0,Wen Chi Hsu,,21,12,21.0,12.0,,,42,24,2,0,3,0,7,4,3,0,1
2171,Yonex_All_England_Open,2022-03-16,England,XD,6,0,54,China,France,"Zheng Si Wei, Huang Ya Qiong",2.0,"William Villeger, Anne Tran",,21,15,18.0,21.0,21.0,12.0,60,48,2,1,6,5,6,6,1,0,1
2172,Yonex_All_England_Open,2023-03-15,England,WD,4,0,32,Indonesia,Brazil,"Apriyani Rahayu, Siti Fadia Silva Ramadhanti",8.0,"Jaqueline Lima, Samia Lima",,21,12,21.0,14.0,,,42,26,2,0,3,0,9,3,1,0,1
2173,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,MS,6,0,70,China,Hongkong,Li Shi Feng,,Lee Cheuk Yiu,,21,18,9.0,21.0,21.0,19.0,51,58,2,1,4,1,5,7,3,0,1
2174,Victor_China_Open,2023-09-09,China,WS,4,0,48,Korea,Chinesetaipei,An Se Young,1.0,Tai Tzu Ying,4.0,21,18,21.0,14.0,,,42,32,2,0,4,0,6,4,12,2,1
2175,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,MS,4,0,45,India,India,Kidambi Srikanth,,Lakshya Sen,,21,17,22.0,20.0,,,43,37,2,0,8,0,6,6,3,0,1
2176,Victor_China_Open,2023-09-07,China,XD,6,0,58,Malaysia,Indonesia,"Tan Kian Meng, Lai Pei Jing",,"Praveen Jordan, Melati Daeva Oktavianti",,18,21,21.0,19.0,21.0,12.0,60,52,2,1,8,2,7,5,1,3,1
2177,Victor_China_Open,2023-09-10,China,WD,4,0,50,China,Korea,"Chen Qing Chen, Jia Yi Fan",1.0,"Baek Ha Na, Lee So Hee",,21,11,21.0,17.0,,,42,28,2,0,4,0,10,4,4,4,1
2178,Victor_China_Open,2023-09-08,China,MD,4,0,40,Japan,Denmark,"Takuro Hoki, Yugo Kobayashi",5.0,"Kim Astrup, Anders Skaarup Rasmussen",,21,12,21.0,17.0,,,42,29,2,0,2,0,4,4,7,7,1
2179,Victor_China_Open,2023-09-09,China,WS,6,0,65,Japan,China,Akane Yamaguchi,2.0,Chen Yu Fei,3.0,19,21,21.0,15.0,21.0,17.0,61,53,2,1,5,1,9,5,21,11,1
2180,Victor_China_Open,2023-09-10,China,WS,4,0,38,Korea,Japan,An Se Young,1.0,Akane Yamaguchi,2.0,21,10,21.0,19.0,,,42,29,2,0,3,0,6,3,11,13,1
2181,Yonex_All_England_Open,2023-03-15,England,XD,4,0,37,Chinesetaipei,China,"Ye Hong Wei, Lee Chia Hsin",,"Feng Yan Zhe, Huang Dong Ping",5.0,21,15,21.0,16.0,,,42,31,2,0,4,0,5,5,2,1,1
2182,Victor_China_Open,2023-09-06,China,MS,6,0,71,Chinesetaipei,France,Lin Chun-Yi,,Toma Junior Popov,,21,15,10.0,21.0,21.0,16.0,52,52,2,1,2,1,6,6,2,2,1
2183,Victor_China_Open,2023-09-05,China,MD,4,0,37,China,France,"Liu Yu Chen, Ou Xuan Yi",7.0,"Christo Popov, Toma Junior Popov",,21,16,21.0,14.0,,,42,30,2,0,4,0,5,5,5,0,1
2184,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,XD,6,0,62,Hongkong,Chinesetaipei,"Lee Chun Hei Reginald, Ng Tsz Yau",,"Ye Hong Wei, Lee Chia Hsin",,18,21,21.0,19.0,23.0,21.0,62,61,2,1,5,3,4,4,3,3,1
2185,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,XD,4,0,42,Netherlands,Korea,"Robin Tabeling, Selena Piek",,"Seo Seung Jae, Chae Yu Jung",4.0,21,17,21.0,17.0,,,42,34,2,0,5,0,5,4,3,7,1
2186,Victor_China_Open,2023-09-07,China,WS,6,0,54,China,Vietnam,Han Yue,,Thuy Linh Nguyen,,21,23,21.0,8.0,21.0,5.0,63,36,2,1,3,2,7,3,4,0,1
2187,Yonex_All_England_Open,2022-03-16,England,XD,4,0,34,Germany,Newzealand,"Jones Ralfy Jansen, Linda Efler",,"Oliver Leydon-Davis, Anona Pak",,21,16,21.0,17.0,,,42,33,2,0,2,0,7,4,1,0,1
2188,Victor_China_Open,2023-09-08,China,WD,4,0,45,Japan,Japan,"Nami Matsuyama, Chiharu Shida",3.0,"Mayu Matsumoto, Wakana Nagahara",4.0,21,14,21.0,16.0,,,42,30,2,0,5,0,4,4,4,4,1
2189,Victor_China_Open,2023-09-10,China,MS,4,0,49,Denmark,China,Viktor Axelsen,1.0,Lu Guang Zu,,21,16,21.0,19.0,,,42,35,2,0,3,0,7,4,7,0,1
2190,Victor_China_Open,2023-09-09,China,MS,4,0,48,Denmark,Indonesia,Viktor Axelsen,1.0,Jonatan Christie,5.0,21,17,21.0,14.0,,,42,31,2,0,4,0,7,4,10,2,1
2191,Victor_China_Open,2023-09-10,China,MD,4,0,26,China,Malaysia,"Liang Wei Keng, Wang Chang",3.0,"Aaron Chia, Soh Wooi Yik",4.0,21,12,21.0,14.0,,,42,26,2,0,6,0,7,3,8,2,1
2192,Victor_China_Open,2023-09-09,China,MS,4,0,41,China,China,Lu Guang Zu,,Shi Yu Qi,8.0,21,13,21.0,14.0,,,42,27,2,0,6,0,7,4,2,10,1
2193,Victor_China_Open,2023-09-06,China,MS,4,0,37,China,Denmark,Shi Yu Qi,8.0,Magnus Johannesen,,21,8,21.0,11.0,,,42,19,2,0,4,0,8,4,3,0,1
2194,Yonex_All_England_Open,2023-03-15,England,MD,6,0,75,Denmark,Japan,"Jeppe Bay, Lasse Mølhede",,"Akira Koga, Taichi Saito",,18,21,23.0,21.0,24.0,22.0,65,64,2,1,5,4,4,10,1,1,1
2195,Victor_China_Open,2023-09-08,China,WS,4,0,33,Japan,Denmark,Akane Yamaguchi,2.0,Line Højmark Kjaersfeldt,,21,15,21.0,13.0,,,42,28,2,0,2,0,4,5,8,0,1
2196,Kapal_Api_Group_Indonesia_Open,2023-06-15,Indonesia,XD,4,0,40,Thailand,China,"Dechapol Puavaranukroh, Sapsiree Taerattanachai",3.0,"Jiang Zhen Bang, Wei Ya Xin",,21,17,21.0,19.0,,,42,36,2,0,3,0,5,4,3,0,1
2197,Victor_China_Open,2023-09-07,China,WS,4,0,43,Japan,Korea,Akane Yamaguchi,2.0,Kim Ga Eun,,22,20,21.0,17.0,,,43,37,2,0,2,3,5,6,10,0,1
2198,Victor_China_Open,2023-09-05,China,MS,4,0,58,Chinesetaipei,Japan,Wang Tzu Wei,,Kenta Nishimoto,,23,21,22.0,20.0,,,45,41,2,0,3,4,4,4,2,3,1
2199,Kapal_Api_Group_Indonesia_Open,2023-06-14,Indonesia,WS,4,0,28,Korea,India,An Se Young,2.0,Aakarshi Kashyap,,21,10,21.0,4.0,,,42,14,2,0,3,0,8,2,2,0,1
2200,Victor_China_Open,2023-09-09,China,MD,6,0,67,China,Japan,"Liang Wei Keng, Wang Chang",3.0,"Takuro Hoki, Yugo Kobayashi",5.0,21,16,20.0,22.0,22.0,20.0,63,58,2,1,6,2,6,6,5,2,1
2201,Yonex_All_England_Open,2022-03-16,England,WD,4,0,31,Netherlands,Spain,"Debora Jille, Cheryl Seinen",,"Clara Azurmendi, Beatriz Corrales",,21,16,21.0,9.0,,,42,25,2,0,2,0,7,4,2,0,1
2202,Petronas_Malaysia_Open,2024-01-09,Malaysia,XD,4,0,38,Korea,Malaysia,"Kim Won Ho, Jeong Na Eun",7.0,"Tan Kian Meng, Lai Pei Jing",,21,11,21.0,16.0,,,42,27,2,0,2,0,8,3,2,3,1
2203,Victor_China_Open,2023-09-06,China,XD,4,0,35,Hongkong,Indonesia,"Tang Chun Man, Tse Ying Suet",,"Rehan Naufal Kusharjanto, Lisa Ayu Kusumawati",,21,16,21.0,12.0,,,42,28,2,0,4,0,5,4,7,1,1
