Rank,Country/Territory,Name,Date,Points Accumulated
39,AUS,Kenneth Zhe Hooi Choo,2024-02-06,"7,670"
40,IND,Rohan Kapoor,2024-02-06,"6,150"
41,IND,Ashith Surya,2024-02-06,"5,800"
42,CAN,Ty Alexander Lindeman,2024-02-06,"5,660"
43,ENG,Gregory Mairs,2024-02-06,"5,220"
44,INA,Jafar Hidayatullah,2024-02-06,"5,180"
45,INA,Amri Syahnawi,2024-02-06,"5,140"
46,IND,Nitin Kumar,2024-02-06,"5,100"
47,IND,Dingku Singh Konthoujam,2024-02-06,"5,070"
48,IND,Sathish Kumar Karunakaran,2024-02-06,"4,250"
49,TPE,Wei Chun Wei,2024-02-06,"4,040"
50,TPE,Lin Bing-Wei,2024-02-06,"3,780"
50,TPE,Wu Hsuan-Yi,2024-02-06,"3,780"
52,IND,Farogh Sanjay Aman,2024-02-06,"3,470"
53,IND,Nithin H.V.,2024-02-06,"3,400"
54,IND,Venkat Gaurav Prasad,2024-02-06,"3,240"
54,IND,Chayanit Joshi,2024-02-06,"3,240"
56,GER,Jones Ralfy Jansen,2024-02-06,"3,030"
56,INA,Marwan Faza,2024-02-06,"3,030"
56,IND,Lokesh Viswanathan,2024-02-06,"3,030"
59,HKG,Tang Chun Man,2024-02-06,"3,000"
60,IND,Kona Tarun,2024-02-06,"2,960"
61,MAS,Roy King Yap,2024-02-06,"2,750"
61,TPE,Chen Zhi Ray,2024-02-06,"2,750"
61,INA,Praveen Jordan,2024-02-06,"2,750"
64,IND,Nazeer Khan Abu Bakkar,2024-02-06,"2,620"
64,IND,Thandrangi Hema Nagendra Babu,2024-02-06,"2,620"
66,MAS,Ting Shih Wee Owen,2024-02-06,"2,580"
66,IND,Bharathsanjai S,2024-02-06,"2,580"
66,IND,Sathwik Reddy Kanapuram,2024-02-06,"2,580"
66,INA,Rafli Ramanda,2024-02-06,"2,580"
66,IND,Manjit Singh Khwairakpam,2024-02-06,"2,580"
71,TPE,Chiu Hsiang Chieh,2024-02-06,"2,550"
72,IND,Navin Prasanth Eswaramoorthy,2024-02-06,"2,190"
73,IND,Santhosh Gajendran,2024-02-06,"2,110"
74,TPE,Chiang Chien-Wei,2024-02-06,"1,910"
75,TPE,Chen Sheng Fa,2024-02-06,"1,670"
75,THA,Pakkapon Teeraratsakul,2024-02-06,"1,670"
75,TPE,Po Li-Wei,2024-02-06,"1,670"
75,USA,Presley Smith,2024-02-06,"1,670"
75,IND,Nithin H.V.,2024-02-06,"1,670"
75,IND,Shivam Sharma,2024-02-06,"1,670"
81,INA,Verrell Yustin Mulia,2024-02-06,"1,290"
81,THA,Weeraphat Phakjarung,2024-02-06,"1,290"
81,INA,Zaidan Arrafi Awal Nabawi,2024-02-06,"1,290"
81,UAE,Kuswanto Kuswanto,2024-02-06,"1,290"
81,UAE,Senthil Vel Govindarasu,2024-02-06,"1,290"
81,MAS,Lim Tze Jian,2024-02-06,"1,290"
81,IND,Deep Rambhiya,2024-02-06,"1,290"
88,IND,Suraj Goala,2024-02-06,"1,020"
89,CHN,He Ji Ting,2024-02-06,880
90,TPE,Yu Wei Lin,2024-02-06,750
90,IND,Hari Bharathi Baskaran.P,2024-02-06,750
92,TPE,Chen Cheng Kuan,2024-02-06,660
92,IND,Akshit Mahajan,2024-02-06,660
92,IRL,Joshua Magee,2024-02-06,660
92,ISR,Misha Zilberman,2024-02-06,660
96,IND,Shiven Sharma,2024-02-06,510
97,IND,Vasantha Kumar Hanumaiah Ranganatha,2024-02-06,240
97,IND,Pratik Ranade,2024-02-06,240
97,IND,Raju Mohamed Rehan,2024-02-06,240
97,IND,Abhyuday Choudhary,2024-02-06,240
1,SGP,Hee Yong Kai Terry,2024-01-02,"14,030"
2,IND,Dhruv Kapila,2024-01-02,"11,020"
3,DEN,Mads Vestergaard,2024-01-02,"10,200"
4,INA,Dejan Ferdinansyah,2024-01-02,"10,030"
5,IND,Reddy B. Sumeeth,2024-01-02,"7,890"
6,MAS,Hoo Pang Ron,2024-01-02,"7,010"
7,IND,Rohan Kapoor,2024-01-02,"6,150"
8,INA,Adnan Maulana,2024-01-02,"5,960"
8,THA,Ruttanapak Oupthong,2024-01-02,"5,960"
10,JPN,Yuki Kaneko,2024-01-02,"5,950"
11,MAS,Choong Hon Jian,2024-01-02,"5,520"
12,IND,Ashith Surya,2024-01-02,"5,140"
12,INA,Amri Syahnawi,2024-01-02,"5,140"
14,IND,Nitin Kumar,2024-01-02,"5,100"
15,IND,Dingku Singh Konthoujam,2024-01-02,"5,070"
16,GER,Mark Lamsfuss,2024-01-02,"4,900"
17,MAS,Chan Peng Soon,2024-01-02,"4,700"
18,IND,Sathish Kumar Karunakaran,2024-01-02,"4,250"
19,TPE,Wei Chun Wei,2024-01-02,"4,040"
20,JPN,Kyohei Yamashita,2024-01-02,"3,850"
20,TPE,Chang Ko-Chi,2024-01-02,"3,850"
22,TPE,Lin Bing-Wei,2024-01-02,"3,780"
22,AUS,Kenneth Zhe Hooi Choo,2024-01-02,"3,780"
22,TPE,Wu Hsuan-Yi,2024-01-02,"3,780"
25,IND,Farogh Sanjay Aman,2024-01-02,"3,470"
26,IND,Nithin H.V.,2024-01-02,"3,400"
27,IND,Venkat Gaurav Prasad,2024-01-02,"3,240"
27,IND,Chayanit Joshi,2024-01-02,"3,240"
29,IND,Lokesh Viswanathan,2024-01-02,"3,030"
29,INA,Marwan Faza,2024-01-02,"3,030"
29,GER,Jones Ralfy Jansen,2024-01-02,"3,030"
32,IND,Kona Tarun,2024-01-02,"2,960"
33,TPE,Chen Zhi Ray,2024-01-02,"2,750"
33,INA,Praveen Jordan,2024-01-02,"2,750"
33,ENG,Marcus Ellis,2024-01-02,"2,750"
33,MAS,Roy King Yap,2024-01-02,"2,750"
37,IND,Nazeer Khan Abu Bakkar,2024-01-02,"2,620"
37,IND,Thandrangi Hema Nagendra Babu,2024-01-02,"2,620"
39,IND,Bharathsanjai S,2024-01-02,"2,580"
39,IND,Sathwik Reddy Kanapuram,2024-01-02,"2,580"
39,MAS,Ting Shih Wee Owen,2024-01-02,"2,580"
39,IND,Manjit Singh Khwairakpam,2024-01-02,"2,580"
39,INA,Rafli Ramanda,2024-01-02,"2,580"
44,IND,Navin Prasanth Eswaramoorthy,2024-01-02,"2,190"
45,IND,Santhosh Gajendran,2024-01-02,"2,110"
46,TPE,Chiang Chien-Wei,2024-01-02,"1,910"
47,THA,Pakkapon Teeraratsakul,2024-01-02,"1,670"
47,IND,Nithin H.V.,2024-01-02,"1,670"
47,JPN,Hiroki Midorikawa,2024-01-02,"1,670"
47,IND,Shivam Sharma,2024-01-02,"1,670"
51,INA,Zaidan Arrafi Awal Nabawi,2024-01-02,"1,290"
51,IND,Deep Rambhiya,2024-01-02,"1,290"
51,THA,Weeraphat Phakjarung,2024-01-02,"1,290"
51,INA,Jafar Hidayatullah,2024-01-02,"1,290"
51,MAS,Lim Tze Jian,2024-01-02,"1,290"
51,INA,Verrell Yustin Mulia,2024-01-02,"1,290"
51,UAE,Senthil Vel Govindarasu,2024-01-02,"1,290"
51,UAE,Kuswanto Kuswanto,2024-01-02,"1,290"
59,IND,Suraj Goala,2024-01-02,"1,020"
60,TPE,Yu Wei Lin,2024-01-02,750
60,IND,Hari Bharathi Baskaran.P,2024-01-02,750
62,IND,Akshit Mahajan,2024-01-02,660
63,IND,Shiven Sharma,2024-01-02,510
64,IND,Ayush Makhija,2024-01-02,240
64,IND,Pratik Ranade,2024-01-02,240
64,IND,Sanjai Srivatsa Dhanraj,2024-01-02,240
64,IND,Abhyuday Choudhary,2024-01-02,240
64,IND,Raju Mohamed Rehan,2024-01-02,240
64,IND,Swapnil Sagar Mali,2024-01-02,240
64,IND,Vasantha Kumar Hanumaiah Ranganatha,2024-01-02,240
1,SGP,Hee Yong Kai Terry,2024-03-05,"33,110"
2,KOR,Kim Won Ho,2024-03-05,"30,270"
3,THA,Dechapol Puavaranukroh,2024-03-05,"28,450"
4,JPN,Hiroki Midorikawa,2024-03-05,"25,290"
5,INA,Dejan Ferdinansyah,2024-03-05,"25,230"
6,INA,Rehan Naufal Kusharjanto,2024-03-05,"23,960"
7,CHN,Jiang Zhen Bang,2024-03-05,"22,790"
8,NED,Robin Tabeling,2024-03-05,"21,110"
9,MAS,Goh Soon Huat,2024-03-05,"21,050"
10,DEN,Mads Vestergaard,2024-03-05,"19,500"
11,JPN,Kyohei Yamashita,2024-03-05,"18,760"
12,MAS,Chen Tang Jie,2024-03-05,"18,670"
13,GER,Mark Lamsfuss,2024-03-05,"18,280"
14,JPN,Yuta Watanabe,2024-03-05,"18,050"
15,MAS,Tan Kian Meng,2024-03-05,"17,300"
16,TPE,Chang Ko-Chi,2024-03-05,"17,250"
17,CHN,Zheng Si Wei,2024-03-05,"15,800"
18,JPN,Yuki Kaneko,2024-03-05,"15,490"
19,MAS,Chan Peng Soon,2024-03-05,"14,770"
20,THA,Ruttanapak Oupthong,2024-03-05,"14,690"
21,INA,Rinov Rivaldy,2024-03-05,"13,680"
21,HKG,Lee Chun Hei Reginald,2024-03-05,"13,680"
23,THA,Supak Jomkoh,2024-03-05,"12,960"
24,KOR,Seo Seung Jae,2024-03-05,"12,650"
25,CHN,Cheng Xing,2024-03-05,"12,290"
26,DEN,Mathias Thyrri,2024-03-05,"11,340"
27,USA,Vinson Chiu,2024-03-05,"11,220"
28,IND,Dhruv Kapila,2024-03-05,"11,020"
29,TPE,Ye Hong Wei,2024-03-05,"10,700"
30,TPE,Yang Po-Hsuan,2024-03-05,"10,680"
31,AUS,Kenneth Zhe Hooi Choo,2024-03-05,"10,420"
32,ENG,Marcus Ellis,2024-03-05,"10,070"
33,HKG,Tang Chun Man,2024-03-05,"10,000"
34,INA,Adnan Maulana,2024-03-05,"9,850"
35,DEN,Jesper Toft,2024-03-05,"9,760"
35,MAS,Hoo Pang Ron,2024-03-05,"9,760"
37,MAS,Choong Hon Jian,2024-03-05,"9,410"
38,CHN,Feng Yan Zhe,2024-03-05,"9,050"
39,IND,Reddy B. Sumeeth,2024-03-05,"7,890"
40,FRA,Thom Gicquel,2024-03-05,"7,880"
41,IND,Ashith Surya,2024-03-05,"7,470"
42,ENG,Gregory Mairs,2024-03-05,"6,890"
43,IND,Rohan Kapoor,2024-03-05,"6,150"
44,IND,Sathish Kumar Karunakaran,2024-03-05,"5,920"
45,CAN,Ty Alexander Lindeman,2024-03-05,"5,660"
46,INA,Jafar Hidayatullah,2024-03-05,"5,180"
47,INA,Amri Syahnawi,2024-03-05,"5,140"
48,IND,Nitin Kumar,2024-03-05,"5,100"
49,IND,Dingku Singh Konthoujam,2024-03-05,"5,070"
50,GER,Jones Ralfy Jansen,2024-03-05,"4,700"
51,TPE,Wei Chun Wei,2024-03-05,"4,040"
52,TPE,Wu Hsuan-Yi,2024-03-05,"3,780"
52,TPE,Lin Bing-Wei,2024-03-05,"3,780"
54,IND,Farogh Sanjay Aman,2024-03-05,"3,470"
55,IND,Nithin H.V.,2024-03-05,"3,400"
56,IND,Chayanit Joshi,2024-03-05,"3,240"
56,IND,Venkat Gaurav Prasad,2024-03-05,"3,240"
58,INA,Marwan Faza,2024-03-05,"3,030"
58,IND,Lokesh Viswanathan,2024-03-05,"3,030"
60,IND,Kona Tarun,2024-03-05,"2,960"
61,MAS,Roy King Yap,2024-03-05,"2,750"
61,INA,Praveen Jordan,2024-03-05,"2,750"
61,TPE,Chen Zhi Ray,2024-03-05,"2,750"
61,NED,Ties Van Der Lecq,2024-03-05,"2,750"
61,GER,Jan Colin Voelker,2024-03-05,"2,750"
66,IND,Thandrangi Hema Nagendra Babu,2024-03-05,"2,620"
66,IND,Nazeer Khan Abu Bakkar,2024-03-05,"2,620"
68,IND,Bharathsanjai S,2024-03-05,"2,580"
68,IND,Sathwik Reddy Kanapuram,2024-03-05,"2,580"
68,MAS,Ting Shih Wee Owen,2024-03-05,"2,580"
68,IND,Manjit Singh Khwairakpam,2024-03-05,"2,580"
68,INA,Rafli Ramanda,2024-03-05,"2,580"
73,TPE,Chiu Hsiang Chieh,2024-03-05,"2,550"
74,TPE,Chen Sheng Fa,2024-03-05,"2,330"
74,TPE,Chen Cheng Kuan,2024-03-05,"2,330"
74,ISR,Misha Zilberman,2024-03-05,"2,330"
77,IND,Navin Prasanth Eswaramoorthy,2024-03-05,"2,190"
78,IND,Santhosh Gajendran,2024-03-05,"2,110"
79,TPE,Chiang Chien-Wei,2024-03-05,"1,910"
80,USA,Presley Smith,2024-03-05,"1,670"
80,TPE,Po Li-Wei,2024-03-05,"1,670"
80,SCO,Adam Hall,2024-03-05,"1,670"
80,GER,David Eckerlin,2024-03-05,"1,670"
80,GER,Patrick Volkmann,2024-03-05,"1,670"
80,THA,Pakkapon Teeraratsakul,2024-03-05,"1,670"
80,IND,Nithin H.V.,2024-03-05,"1,670"
80,DEN,Rasmus Espersen,2024-03-05,"1,670"
80,GER,Daniel Hess,2024-03-05,"1,670"
80,IND,Shivam Sharma,2024-03-05,"1,670"
90,IRL,Joshua Magee,2024-03-05,"1,320"
91,MAS,Lim Tze Jian,2024-03-05,"1,290"
91,IND,Deep Rambhiya,2024-03-05,"1,290"
91,INA,Zaidan Arrafi Awal Nabawi,2024-03-05,"1,290"
91,INA,Verrell Yustin Mulia,2024-03-05,"1,290"
91,THA,Weeraphat Phakjarung,2024-03-05,"1,290"
91,UAE,Senthil Vel Govindarasu,2024-03-05,"1,290"
91,UAE,Kuswanto Kuswanto,2024-03-05,"1,290"
98,IND,Suraj Goala,2024-03-05,"1,020"
99,CHN,He Ji Ting,2024-03-05,880
100,TPE,Yu Wei Lin,2024-03-05,750
1,CHN,Feng Yan Zhe,2023-11-28,"112,050"
2,CHN,Zheng Si Wei,2023-11-28,"104,690"
3,KOR,Seo Seung Jae,2023-11-28,"100,000"
4,JPN,Yuta Watanabe,2023-11-28,"98,460"
5,THA,Dechapol Puavaranukroh,2023-11-28,"91,070"
6,CHN,Jiang Zhen Bang,2023-11-28,"87,460"
7,KOR,Kim Won Ho,2023-11-28,"86,100"
8,HKG,Tang Chun Man,2023-11-28,"78,770"
9,MAS,Chen Tang Jie,2023-11-28,"78,040"
10,TPE,Ye Hong Wei,2023-11-28,"74,610"
11,JPN,Hiroki Midorikawa,2023-11-28,"72,430"
12,DEN,Mathias Christiansen,2023-11-28,"70,070"
13,JPN,Kyohei Yamashita,2023-11-28,"64,880"
14,FRA,Thom Gicquel,2023-11-28,"63,870"
15,INA,Dejan Ferdinansyah,2023-11-28,"63,020"
16,INA,Rehan Naufal Kusharjanto,2023-11-28,"61,520"
17,MAS,Goh Soon Huat,2023-11-28,"59,150"
18,HKG,Lee Chun Hei Reginald,2023-11-28,"58,780"
19,JPN,Yuki Kaneko,2023-11-28,"58,530"
20,NED,Robin Tabeling,2023-11-28,"58,470"
21,INA,Rinov Rivaldy,2023-11-28,"57,620"
22,DEN,Mathias Thyrri,2023-11-28,"55,910"
23,MAS,Tan Kian Meng,2023-11-28,"55,020"
24,THA,Supak Jomkoh,2023-11-28,"52,310"
25,INA,Praveen Jordan,2023-11-28,"51,080"
26,CHN,Cheng Xing,2023-11-28,"50,530"
27,TPE,Yang Po-Hsuan,2023-11-28,"50,420"
28,SGP,Hee Yong Kai Terry,2023-11-28,"49,590"
29,TPE,Lee Jhe-Huei,2023-11-28,"42,400"
30,ENG,Gregory Mairs,2023-11-28,"42,020"
31,GER,Mark Lamsfuss,2023-11-28,"40,690"
32,TPE,Chang Ko-Chi,2023-11-28,"40,500"
33,MAS,Chan Peng Soon,2023-11-28,"39,020"
34,ENG,Marcus Ellis,2023-11-28,"38,780"
35,SCO,Adam Hall,2023-11-28,"38,110"
36,USA,Vinson Chiu,2023-11-28,"36,930"
37,INA,Zachariah Josiahno Sumanti,2023-11-28,"31,560"
38,TPE,Chiu Hsiang Chieh,2023-11-28,"28,860"
39,INA,Adnan Maulana,2023-11-28,"26,750"
40,MAS,Hoo Pang Ron,2023-11-28,"25,870"
41,IND,Rohan Kapoor,2023-11-28,"25,420"
42,THA,Ruttanapak Oupthong,2023-11-28,"24,600"
43,JPN,Hiroki Nishi,2023-11-28,"20,950"
44,KOR,Ko Sung Hyun,2023-11-28,"20,640"
45,CAN,Ty Alexander Lindeman,2023-11-28,"20,140"
46,GER,Jan Colin Voelker,2023-11-28,"19,170"
47,INA,Amri Syahnawi,2023-11-28,"18,000"
48,DEN,Mads Vestergaard,2023-11-28,"17,850"
49,GER,Jones Ralfy Jansen,2023-11-28,"17,320"
50,IND,Reddy B. Sumeeth,2023-11-28,"16,900"
51,INA,Jafar Hidayatullah,2023-11-28,"16,110"
52,DEN,Mikkel Mikkelsen,2023-11-28,"14,370"
53,CHN,Wang Yi Lyu,2023-11-28,"14,150"
54,TPE,Chen Zhi Ray,2023-11-28,"13,810"
55,USA,Presley Smith,2023-11-28,"13,760"
56,MAS,Roy King Yap,2023-11-28,"13,500"
57,TPE,Wu Hsuan-Yi,2023-11-28,"13,140"
58,DEN,Jesper Toft,2023-11-28,"13,010"
59,ALG,Koceila Mammeri,2023-11-28,"12,680"
60,GER,Patrick Volkmann,2023-11-28,"12,460"
61,TPE,Lin Bing-Wei,2023-11-28,"12,330"
62,TPE,Po Li-Wei,2023-11-28,"11,940"
63,THA,Pakkapon Teeraratsakul,2023-11-28,"11,170"
64,AUS,Kenneth Zhe Hooi Choo,2023-11-28,"10,620"
65,KOR,Kim Young Hyuk,2023-11-28,"10,360"
66,TPE,Chen Cheng Kuan,2023-11-28,"10,000"
67,MAS,Choong Hon Jian,2023-11-28,"9,810"
68,INA,Akbar Bintang Cahyono,2023-11-28,"9,740"
69,TPE,Wei Chun Wei,2023-11-28,"9,500"
70,CHN,Guo Xin Wa,2023-11-28,"9,200"
71,THA,Weeraphat Phakjarung,2023-11-28,"8,990"
72,ISR,Misha Zilberman,2023-11-28,"8,740"
73,TPE,Lu Chen,2023-11-28,"7,760"
74,TPE,Ming Che Lu,2023-11-28,"7,760"
74,JPN,Yuta Eto,2023-11-28,"7,760"
76,IND,Ishaan Bhatnagar,2023-11-28,"7,630"
77,THA,Tanupat Viriyangkura,2023-11-28,"7,250"
78,BRA,Davi Silva,2023-11-28,"6,940"
79,TPE,Fang-Jen Lee,2023-11-28,"6,710"
80,EGY,Adham Hatem Elgamal,2023-11-28,"6,620"
81,DEN,Andreas Søndergaard,2023-11-28,"6,400"
82,MAS,Lim Tze Jian,2023-11-28,"6,330"
83,IND,Sai Pratheek.K,2023-11-28,"6,260"
84,SRB,Mihajlo Tomic,2023-11-28,"6,220"
85,TPE,Tseng Min Hao,2023-11-28,"6,190"
86,INA,Zaidan Arrafi Awal Nabawi,2023-11-28,"6,060"
87,TPE,Su Li Wei,2023-11-28,"5,990"
88,KOR,Song Hyun Cho,2023-11-28,"5,710"
89,MAS,Ting Shih Wee Owen,2023-11-28,"5,610"
90,KOR,Wang Chan,2023-11-28,"5,560"
91,JPN,Kakeru Kumagai,2023-11-28,"5,510"
92,ENG,Callum Hemming,2023-11-28,"5,140"
92,KOR,Kim Young Hyuk,2023-11-28,"5,140"
92,INA,Marwan Faza,2023-11-28,"5,140"
92,INA,Moh Reza Pahlevi Isfahani,2023-11-28,"5,140"
96,CHN,Wang Yi Lyu,2023-11-28,"5,040"
97,CAN,Lam Wai Lok,2023-11-28,"4,970"
98,TPE,Chen Xin-Yuan,2023-11-28,"4,660"
99,CHN,He Ji Ting,2023-11-28,"4,420"
100,HKG,Yeung Shing Choi,2023-11-28,"4,290"
1,SGP,Hee Yong Kai Terry,2024-01-30,"28,690"
2,KOR,Kim Won Ho,2024-01-30,"24,320"
3,CHN,Jiang Zhen Bang,2024-01-30,"22,790"
4,JPN,Hiroki Midorikawa,2024-01-30,"20,390"
5,INA,Dejan Ferdinansyah,2024-01-30,"19,710"
6,JPN,Yuta Watanabe,2024-01-30,"18,050"
7,THA,Dechapol Puavaranukroh,2024-01-30,"17,600"
8,CHN,Zheng Si Wei,2024-01-30,"15,800"
9,JPN,Yuki Kaneko,2024-01-30,"15,490"
10,DEN,Mads Vestergaard,2024-01-30,"15,080"
11,JPN,Kyohei Yamashita,2024-01-30,"14,910"
12,MAS,Goh Soon Huat,2024-01-30,"14,450"
13,INA,Rehan Naufal Kusharjanto,2024-01-30,"14,160"
14,MAS,Chan Peng Soon,2024-01-30,"13,100"
15,GER,Mark Lamsfuss,2024-01-30,"12,780"
16,MAS,Chen Tang Jie,2024-01-30,"12,720"
17,KOR,Seo Seung Jae,2024-01-30,"12,650"
18,NED,Robin Tabeling,2024-01-30,"12,360"
19,TPE,Chang Ko-Chi,2024-01-30,"11,730"
20,DEN,Mathias Thyrri,2024-01-30,"11,340"
21,IND,Dhruv Kapila,2024-01-30,"11,020"
22,THA,Ruttanapak Oupthong,2024-01-30,"10,840"
23,MAS,Tan Kian Meng,2024-01-30,"10,700"
24,TPE,Ye Hong Wei,2024-01-30,"10,700"
25,ENG,Marcus Ellis,2024-01-30,"10,070"
26,CHN,Cheng Xing,2024-01-30,"9,540"
27,HKG,Lee Chun Hei Reginald,2024-01-30,"9,260"
27,INA,Rinov Rivaldy,2024-01-30,"9,260"
29,CHN,Feng Yan Zhe,2024-01-30,"9,050"
30,INA,Adnan Maulana,2024-01-30,"8,180"
31,IND,Reddy B. Sumeeth,2024-01-30,"7,890"
32,USA,Vinson Chiu,2024-01-30,"7,880"
32,FRA,Thom Gicquel,2024-01-30,"7,880"
34,MAS,Choong Hon Jian,2024-01-30,"7,740"
35,THA,Supak Jomkoh,2024-01-30,"7,460"
36,MAS,Hoo Pang Ron,2024-01-30,"7,010"
37,DEN,Jesper Toft,2024-01-30,"6,420"
38,TPE,Yang Po-Hsuan,2024-01-30,"6,260"
39,IND,Rohan Kapoor,2024-01-30,"6,150"
40,AUS,Kenneth Zhe Hooi Choo,2024-01-30,"6,000"
41,CAN,Ty Alexander Lindeman,2024-01-30,"5,660"
42,ENG,Gregory Mairs,2024-01-30,"5,220"
43,IND,Ashith Surya,2024-01-30,"5,140"
43,INA,Amri Syahnawi,2024-01-30,"5,140"
45,IND,Nitin Kumar,2024-01-30,"5,100"
46,IND,Dingku Singh Konthoujam,2024-01-30,"5,070"
47,IND,Sathish Kumar Karunakaran,2024-01-30,"4,250"
48,TPE,Wei Chun Wei,2024-01-30,"4,040"
49,TPE,Wu Hsuan-Yi,2024-01-30,"3,780"
49,TPE,Lin Bing-Wei,2024-01-30,"3,780"
51,INA,Jafar Hidayatullah,2024-01-30,"3,510"
52,IND,Farogh Sanjay Aman,2024-01-30,"3,470"
53,IND,Nithin H.V.,2024-01-30,"3,400"
54,IND,Chayanit Joshi,2024-01-30,"3,240"
54,IND,Venkat Gaurav Prasad,2024-01-30,"3,240"
56,IND,Lokesh Viswanathan,2024-01-30,"3,030"
56,GER,Jones Ralfy Jansen,2024-01-30,"3,030"
56,INA,Marwan Faza,2024-01-30,"3,030"
59,HKG,Tang Chun Man,2024-01-30,"3,000"
60,IND,Kona Tarun,2024-01-30,"2,960"
61,INA,Praveen Jordan,2024-01-30,"2,750"
61,MAS,Roy King Yap,2024-01-30,"2,750"
61,TPE,Chen Zhi Ray,2024-01-30,"2,750"
64,IND,Nazeer Khan Abu Bakkar,2024-01-30,"2,620"
64,IND,Thandrangi Hema Nagendra Babu,2024-01-30,"2,620"
66,IND,Bharathsanjai S,2024-01-30,"2,580"
66,INA,Rafli Ramanda,2024-01-30,"2,580"
66,IND,Sathwik Reddy Kanapuram,2024-01-30,"2,580"
66,IND,Manjit Singh Khwairakpam,2024-01-30,"2,580"
66,MAS,Ting Shih Wee Owen,2024-01-30,"2,580"
71,IND,Navin Prasanth Eswaramoorthy,2024-01-30,"2,190"
72,IND,Santhosh Gajendran,2024-01-30,"2,110"
73,TPE,Chiang Chien-Wei,2024-01-30,"1,910"
74,THA,Pakkapon Teeraratsakul,2024-01-30,"1,670"
74,IND,Nithin H.V.,2024-01-30,"1,670"
74,IND,Shivam Sharma,2024-01-30,"1,670"
77,IND,Deep Rambhiya,2024-01-30,"1,290"
77,UAE,Senthil Vel Govindarasu,2024-01-30,"1,290"
77,MAS,Lim Tze Jian,2024-01-30,"1,290"
77,THA,Weeraphat Phakjarung,2024-01-30,"1,290"
77,INA,Verrell Yustin Mulia,2024-01-30,"1,290"
77,INA,Zaidan Arrafi Awal Nabawi,2024-01-30,"1,290"
77,UAE,Kuswanto Kuswanto,2024-01-30,"1,290"
84,IND,Suraj Goala,2024-01-30,"1,020"
85,TPE,Chiu Hsiang Chieh,2024-01-30,880
85,CHN,He Ji Ting,2024-01-30,880
87,TPE,Yu Wei Lin,2024-01-30,750
87,IND,Hari Bharathi Baskaran.P,2024-01-30,750
89,IND,Akshit Mahajan,2024-01-30,660
90,IND,Shiven Sharma,2024-01-30,510
91,IND,Swapnil Sagar Mali,2024-01-30,240
91,IND,Sanjai Srivatsa Dhanraj,2024-01-30,240
91,IND,Raju Mohamed Rehan,2024-01-30,240
91,IND,Vasantha Kumar Hanumaiah Ranganatha,2024-01-30,240
91,IND,Ayush Makhija,2024-01-30,240
91,IND,Pratik Ranade,2024-01-30,240
91,IND,Abhyuday Choudhary,2024-01-30,240
1,CHN,Feng Yan Zhe,2023-11-07,"102,210"
2,JPN,Yuta Watanabe,2023-11-07,"89,380"
3,THA,Dechapol Puavaranukroh,2023-11-07,"88,870"
4,KOR,Seo Seung Jae,2023-11-07,"85,300"
5,CHN,Zheng Si Wei,2023-11-07,"84,490"
6,CHN,Jiang Zhen Bang,2023-11-07,"81,720"
7,KOR,Kim Won Ho,2023-11-07,"75,600"
8,MAS,Chen Tang Jie,2023-11-07,"75,300"
9,TPE,Ye Hong Wei,2023-11-07,"73,890"
10,HKG,Tang Chun Man,2023-11-07,"73,820"
11,JPN,Hiroki Midorikawa,2023-11-07,"71,490"
12,DEN,Mathias Christiansen,2023-11-07,"70,070"
13,FRA,Thom Gicquel,2023-11-07,"63,870"
14,INA,Dejan Ferdinansyah,2023-11-07,"61,700"
15,INA,Rehan Naufal Kusharjanto,2023-11-07,"61,520"
16,JPN,Kyohei Yamashita,2023-11-07,"60,840"
17,NED,Robin Tabeling,2023-11-07,"58,470"
18,JPN,Yuki Kaneko,2023-11-07,"56,870"
19,HKG,Lee Chun Hei Reginald,2023-11-07,"56,180"
20,MAS,Goh Soon Huat,2023-11-07,"56,150"
21,DEN,Mathias Thyrri,2023-11-07,"55,910"
22,INA,Rinov Rivaldy,2023-11-07,"55,020"
23,THA,Supak Jomkoh,2023-11-07,"51,870"
24,MAS,Tan Kian Meng,2023-11-07,"51,450"
25,INA,Praveen Jordan,2023-11-07,"50,640"
26,TPE,Yang Po-Hsuan,2023-11-07,"48,760"
27,SGP,Hee Yong Kai Terry,2023-11-07,"47,490"
28,CHN,Cheng Xing,2023-11-07,"45,360"
29,ENG,Gregory Mairs,2023-11-07,"42,020"
30,TPE,Lee Jhe-Huei,2023-11-07,"39,190"
31,MAS,Chan Peng Soon,2023-11-07,"39,020"
32,TPE,Chang Ko-Chi,2023-11-07,"37,580"
33,ENG,Marcus Ellis,2023-11-07,"36,120"
34,GER,Mark Lamsfuss,2023-11-07,"35,810"
35,USA,Vinson Chiu,2023-11-07,"35,690"
36,SCO,Adam Hall,2023-11-07,"34,900"
37,INA,Zachariah Josiahno Sumanti,2023-11-07,"31,560"
38,MAS,Hoo Pang Ron,2023-11-07,"25,870"
39,IND,Rohan Kapoor,2023-11-07,"25,420"
40,INA,Adnan Maulana,2023-11-07,"24,000"
41,TPE,Chiu Hsiang Chieh,2023-11-07,"22,790"
42,THA,Ruttanapak Oupthong,2023-11-07,"21,850"
43,KOR,Ko Sung Hyun,2023-11-07,"20,640"
44,CAN,Ty Alexander Lindeman,2023-11-07,"20,140"
