Rank,Country/Territory,Name,Date,Points Accumulated
45,GER,Jan Colin Voelker,2023-11-07,"19,170"
46,INA,Amri Syahnawi,2023-11-07,"18,000"
47,DEN,Mads Vestergaard,2023-11-07,"17,850"
48,GER,Jones Ralfy Jansen,2023-11-07,"17,320"
49,IND,Reddy B. Sumeeth,2023-11-07,"16,900"
50,INA,Jafar Hidayatullah,2023-11-07,"16,110"
51,JPN,Hiroki Nishi,2023-11-07,"15,680"
52,DEN,Mikkel Mikkelsen,2023-11-07,"14,370"
53,CHN,Wang Yi Lyu,2023-11-07,"14,150"
54,DEN,Jesper Toft,2023-11-07,"13,010"
55,GER,Patrick Volkmann,2023-11-07,"12,460"
56,TPE,Po Li-Wei,2023-11-07,"11,940"
57,THA,Pakkapon Teeraratsakul,2023-11-07,"11,170"
58,MAS,Roy King Yap,2023-11-07,"10,750"
59,TPE,Lin Bing-Wei,2023-11-07,"10,660"
60,AUS,Kenneth Zhe Hooi Choo,2023-11-07,"10,620"
61,ALG,Koceila Mammeri,2023-11-07,"10,020"
62,TPE,Chen Zhi Ray,2023-11-07,"9,920"
63,USA,Presley Smith,2023-11-07,"9,870"
64,MAS,Choong Hon Jian,2023-11-07,"9,810"
65,INA,Akbar Bintang Cahyono,2023-11-07,"9,740"
66,CHN,Guo Xin Wa,2023-11-07,"9,200"
67,THA,Weeraphat Phakjarung,2023-11-07,"8,990"
68,ISR,Misha Zilberman,2023-11-07,"8,740"
69,TPE,Wu Hsuan-Yi,2023-11-07,"8,170"
70,IND,Ishaan Bhatnagar,2023-11-07,"7,630"
71,TPE,Chen Cheng Kuan,2023-11-07,"7,250"
71,THA,Tanupat Viriyangkura,2023-11-07,"7,250"
73,BRA,Davi Silva,2023-11-07,"6,940"
74,TPE,Fang-Jen Lee,2023-11-07,"6,710"
75,EGY,Adham Hatem Elgamal,2023-11-07,"6,620"
76,KOR,Kim Young Hyuk,2023-11-07,"6,510"
77,DEN,Andreas Søndergaard,2023-11-07,"6,400"
78,MAS,Lim Tze Jian,2023-11-07,"6,330"
79,IND,Sai Pratheek.K,2023-11-07,"6,260"
80,SRB,Mihajlo Tomic,2023-11-07,"6,220"
81,TPE,Tseng Min Hao,2023-11-07,"6,190"
82,TPE,Ming Che Lu,2023-11-07,"6,090"
83,INA,Zaidan Arrafi Awal Nabawi,2023-11-07,"6,060"
84,KOR,Song Hyun Cho,2023-11-07,"5,710"
85,TPE,Wei Chun Wei,2023-11-07,"5,610"
87,JPN,Kakeru Kumagai,2023-11-07,"5,510"
88,ENG,Callum Hemming,2023-11-07,"5,140"
88,INA,Moh Reza Pahlevi Isfahani,2023-11-07,"5,140"
88,INA,Marwan Faza,2023-11-07,"5,140"
88,KOR,Kim Young Hyuk,2023-11-07,"5,140"
92,CHN,Wang Yi Lyu,2023-11-07,"5,040"
93,CAN,Lam Wai Lok,2023-11-07,"4,970"
94,TPE,Chen Xin-Yuan,2023-11-07,"4,660"
95,CHN,He Ji Ting,2023-11-07,"4,420"
96,TPE,Su Li Wei,2023-11-07,"4,320"
97,HKG,Yeung Shing Choi,2023-11-07,"4,290"
98,VIE,Van Hai Pham,2023-11-07,"4,220"
99,THA,Tanupat Viriyangkura,2023-11-07,"4,210"
100,TPE,Tseng Ping-Chiang,2023-11-07,"4,060"
101,CAN,Nyl Yakura,2023-11-07,"3,890"
1,SGP,Hee Yong Kai Terry,2024-01-16,"22,430"
2,INA,Dejan Ferdinansyah,2024-01-16,"14,830"
3,JPN,Yuta Watanabe,2024-01-16,"12,000"
4,IND,Dhruv Kapila,2024-01-16,"11,020"
5,DEN,Mads Vestergaard,2024-01-16,"10,200"
6,KOR,Kim Won Ho,2024-01-16,"10,200"
7,MAS,Chan Peng Soon,2024-01-16,"9,500"
8,JPN,Yuki Kaneko,2024-01-16,"8,950"
9,JPN,Kyohei Yamashita,2024-01-16,"8,650"
10,CHN,Jiang Zhen Bang,2024-01-16,"8,400"
11,JPN,Hiroki Midorikawa,2024-01-16,"8,270"
12,GER,Mark Lamsfuss,2024-01-16,"7,900"
13,IND,Reddy B. Sumeeth,2024-01-16,"7,890"
14,MAS,Hoo Pang Ron,2024-01-16,"7,010"
15,TPE,Chang Ko-Chi,2024-01-16,"6,850"
16,KOR,Seo Seung Jae,2024-01-16,"6,600"
16,THA,Dechapol Puavaranukroh,2024-01-16,"6,600"
16,CHN,Zheng Si Wei,2024-01-16,"6,600"
19,IND,Rohan Kapoor,2024-01-16,"6,150"
20,THA,Ruttanapak Oupthong,2024-01-16,"5,960"
20,INA,Adnan Maulana,2024-01-16,"5,960"
22,ENG,Marcus Ellis,2024-01-16,"5,750"
23,MAS,Choong Hon Jian,2024-01-16,"5,520"
24,IND,Ashith Surya,2024-01-16,"5,140"
24,INA,Amri Syahnawi,2024-01-16,"5,140"
26,IND,Nitin Kumar,2024-01-16,"5,100"
27,IND,Dingku Singh Konthoujam,2024-01-16,"5,070"
28,DEN,Mathias Thyrri,2024-01-16,"4,800"
28,MAS,Goh Soon Huat,2024-01-16,"4,800"
28,INA,Rehan Naufal Kusharjanto,2024-01-16,"4,800"
28,THA,Supak Jomkoh,2024-01-16,"4,800"
28,MAS,Chen Tang Jie,2024-01-16,"4,800"
33,IND,Sathish Kumar Karunakaran,2024-01-16,"4,250"
34,TPE,Wei Chun Wei,2024-01-16,"4,040"
35,TPE,Lin Bing-Wei,2024-01-16,"3,780"
35,AUS,Kenneth Zhe Hooi Choo,2024-01-16,"3,780"
35,TPE,Wu Hsuan-Yi,2024-01-16,"3,780"
38,IND,Farogh Sanjay Aman,2024-01-16,"3,470"
39,IND,Nithin H.V.,2024-01-16,"3,400"
40,IND,Chayanit Joshi,2024-01-16,"3,240"
40,IND,Venkat Gaurav Prasad,2024-01-16,"3,240"
42,GER,Jones Ralfy Jansen,2024-01-16,"3,030"
42,IND,Lokesh Viswanathan,2024-01-16,"3,030"
42,INA,Marwan Faza,2024-01-16,"3,030"
45,CHN,Cheng Xing,2024-01-16,"3,000"
45,NED,Robin Tabeling,2024-01-16,"3,000"
45,ENG,Gregory Mairs,2024-01-16,"3,000"
45,USA,Vinson Chiu,2024-01-16,"3,000"
45,MAS,Tan Kian Meng,2024-01-16,"3,000"
45,HKG,Tang Chun Man,2024-01-16,"3,000"
45,FRA,Thom Gicquel,2024-01-16,"3,000"
45,TPE,Ye Hong Wei,2024-01-16,"3,000"
45,HKG,Lee Chun Hei Reginald,2024-01-16,"3,000"
45,INA,Rinov Rivaldy,2024-01-16,"3,000"
45,CAN,Ty Alexander Lindeman,2024-01-16,"3,000"
45,CHN,Feng Yan Zhe,2024-01-16,"3,000"
57,IND,Kona Tarun,2024-01-16,"2,960"
58,TPE,Chen Zhi Ray,2024-01-16,"2,750"
58,INA,Praveen Jordan,2024-01-16,"2,750"
58,MAS,Roy King Yap,2024-01-16,"2,750"
61,IND,Thandrangi Hema Nagendra Babu,2024-01-16,"2,620"
61,IND,Nazeer Khan Abu Bakkar,2024-01-16,"2,620"
63,INA,Rafli Ramanda,2024-01-16,"2,580"
63,IND,Sathwik Reddy Kanapuram,2024-01-16,"2,580"
63,MAS,Ting Shih Wee Owen,2024-01-16,"2,580"
63,IND,Manjit Singh Khwairakpam,2024-01-16,"2,580"
63,IND,Bharathsanjai S,2024-01-16,"2,580"
68,IND,Navin Prasanth Eswaramoorthy,2024-01-16,"2,190"
69,IND,Santhosh Gajendran,2024-01-16,"2,110"
70,TPE,Chiang Chien-Wei,2024-01-16,"1,910"
71,THA,Pakkapon Teeraratsakul,2024-01-16,"1,670"
71,IND,Shivam Sharma,2024-01-16,"1,670"
71,IND,Nithin H.V.,2024-01-16,"1,670"
74,UAE,Senthil Vel Govindarasu,2024-01-16,"1,290"
74,MAS,Lim Tze Jian,2024-01-16,"1,290"
74,INA,Jafar Hidayatullah,2024-01-16,"1,290"
74,IND,Deep Rambhiya,2024-01-16,"1,290"
74,INA,Zaidan Arrafi Awal Nabawi,2024-01-16,"1,290"
74,THA,Weeraphat Phakjarung,2024-01-16,"1,290"
74,UAE,Kuswanto Kuswanto,2024-01-16,"1,290"
74,INA,Verrell Yustin Mulia,2024-01-16,"1,290"
82,IND,Suraj Goala,2024-01-16,"1,020"
83,IND,Hari Bharathi Baskaran.P,2024-01-16,750
83,TPE,Yu Wei Lin,2024-01-16,750
85,IND,Akshit Mahajan,2024-01-16,660
86,IND,Shiven Sharma,2024-01-16,510
87,IND,Ayush Makhija,2024-01-16,240
87,IND,Swapnil Sagar Mali,2024-01-16,240
87,IND,Pratik Ranade,2024-01-16,240
87,IND,Raju Mohamed Rehan,2024-01-16,240
87,IND,Abhyuday Choudhary,2024-01-16,240
87,IND,Vasantha Kumar Hanumaiah Ranganatha,2024-01-16,240
87,IND,Sanjai Srivatsa Dhanraj,2024-01-16,240
1,CHN,Feng Yan Zhe,2023-11-14,"102,210"
2,KOR,Seo Seung Jae,2023-11-14,"89,640"
3,JPN,Yuta Watanabe,2023-11-14,"89,380"
4,THA,Dechapol Puavaranukroh,2023-11-14,"88,870"
5,CHN,Zheng Si Wei,2023-11-14,"84,490"
6,CHN,Jiang Zhen Bang,2023-11-14,"84,070"
7,KOR,Kim Won Ho,2023-11-14,"79,450"
8,MAS,Chen Tang Jie,2023-11-14,"76,600"
9,TPE,Ye Hong Wei,2023-11-14,"73,890"
10,HKG,Tang Chun Man,2023-11-14,"73,820"
11,JPN,Hiroki Midorikawa,2023-11-14,"71,490"
12,DEN,Mathias Christiansen,2023-11-14,"70,070"
13,FRA,Thom Gicquel,2023-11-14,"63,870"
14,INA,Dejan Ferdinansyah,2023-11-14,"61,700"
15,INA,Rehan Naufal Kusharjanto,2023-11-14,"61,520"
16,JPN,Kyohei Yamashita,2023-11-14,"60,840"
17,NED,Robin Tabeling,2023-11-14,"58,470"
18,MAS,Goh Soon Huat,2023-11-14,"58,300"
19,JPN,Yuki Kaneko,2023-11-14,"56,870"
20,HKG,Lee Chun Hei Reginald,2023-11-14,"56,180"
21,DEN,Mathias Thyrri,2023-11-14,"55,910"
22,INA,Rinov Rivaldy,2023-11-14,"55,020"
23,MAS,Tan Kian Meng,2023-11-14,"52,640"
24,THA,Supak Jomkoh,2023-11-14,"51,870"
25,INA,Praveen Jordan,2023-11-14,"50,640"
26,TPE,Yang Po-Hsuan,2023-11-14,"48,850"
27,SGP,Hee Yong Kai Terry,2023-11-14,"47,490"
28,CHN,Cheng Xing,2023-11-14,"45,360"
29,ENG,Gregory Mairs,2023-11-14,"42,020"
30,TPE,Lee Jhe-Huei,2023-11-14,"40,860"
31,MAS,Chan Peng Soon,2023-11-14,"39,020"
32,TPE,Chang Ko-Chi,2023-11-14,"37,580"
33,USA,Vinson Chiu,2023-11-14,"36,930"
34,ENG,Marcus Ellis,2023-11-14,"36,120"
35,GER,Mark Lamsfuss,2023-11-14,"35,810"
36,SCO,Adam Hall,2023-11-14,"34,900"
37,INA,Zachariah Josiahno Sumanti,2023-11-14,"31,560"
38,INA,Adnan Maulana,2023-11-14,"26,750"
39,TPE,Chiu Hsiang Chieh,2023-11-14,"26,640"
40,MAS,Hoo Pang Ron,2023-11-14,"25,870"
41,IND,Rohan Kapoor,2023-11-14,"25,420"
42,THA,Ruttanapak Oupthong,2023-11-14,"24,600"
43,KOR,Ko Sung Hyun,2023-11-14,"20,640"
44,CAN,Ty Alexander Lindeman,2023-11-14,"20,140"
45,GER,Jan Colin Voelker,2023-11-14,"19,170"
46,INA,Amri Syahnawi,2023-11-14,"18,000"
47,DEN,Mads Vestergaard,2023-11-14,"17,850"
48,JPN,Hiroki Nishi,2023-11-14,"17,350"
49,GER,Jones Ralfy Jansen,2023-11-14,"17,320"
50,IND,Reddy B. Sumeeth,2023-11-14,"16,900"
51,INA,Jafar Hidayatullah,2023-11-14,"16,110"
52,DEN,Mikkel Mikkelsen,2023-11-14,"14,370"
53,CHN,Wang Yi Lyu,2023-11-14,"14,150"
54,MAS,Roy King Yap,2023-11-14,"13,500"
55,DEN,Jesper Toft,2023-11-14,"13,010"
56,GER,Patrick Volkmann,2023-11-14,"12,460"
57,TPE,Lin Bing-Wei,2023-11-14,"12,330"
58,TPE,Po Li-Wei,2023-11-14,"11,940"
59,TPE,Chen Zhi Ray,2023-11-14,"11,590"
60,USA,Presley Smith,2023-11-14,"11,540"
61,THA,Pakkapon Teeraratsakul,2023-11-14,"11,170"
62,TPE,Wu Hsuan-Yi,2023-11-14,"10,920"
63,AUS,Kenneth Zhe Hooi Choo,2023-11-14,"10,620"
64,KOR,Kim Young Hyuk,2023-11-14,"10,360"
65,ALG,Koceila Mammeri,2023-11-14,"10,020"
66,TPE,Chen Cheng Kuan,2023-11-14,"10,000"
67,MAS,Choong Hon Jian,2023-11-14,"9,810"
68,INA,Akbar Bintang Cahyono,2023-11-14,"9,740"
69,CHN,Guo Xin Wa,2023-11-14,"9,200"
70,THA,Weeraphat Phakjarung,2023-11-14,"8,990"
71,ISR,Misha Zilberman,2023-11-14,"8,740"
72,TPE,Ming Che Lu,2023-11-14,"7,760"
73,IND,Ishaan Bhatnagar,2023-11-14,"7,630"
74,TPE,Wei Chun Wei,2023-11-14,"7,280"
75,THA,Tanupat Viriyangkura,2023-11-14,"7,250"
76,BRA,Davi Silva,2023-11-14,"6,940"
77,TPE,Fang-Jen Lee,2023-11-14,"6,710"
78,EGY,Adham Hatem Elgamal,2023-11-14,"6,620"
79,DEN,Andreas Søndergaard,2023-11-14,"6,400"
80,MAS,Lim Tze Jian,2023-11-14,"6,330"
81,IND,Sai Pratheek.K,2023-11-14,"6,260"
82,SRB,Mihajlo Tomic,2023-11-14,"6,220"
83,TPE,Tseng Min Hao,2023-11-14,"6,190"
84,INA,Zaidan Arrafi Awal Nabawi,2023-11-14,"6,060"
85,TPE,Su Li Wei,2023-11-14,"5,990"
86,KOR,Song Hyun Cho,2023-11-14,"5,710"
87,MAS,Ting Shih Wee Owen,2023-11-14,"5,610"
88,KOR,Wang Chan,2023-11-14,"5,560"
89,TPE,Lu Chen,2023-11-14,"5,540"
90,JPN,Yuta Eto,2023-11-14,"5,540"
91,JPN,Kakeru Kumagai,2023-11-14,"5,510"
92,KOR,Kim Young Hyuk,2023-11-14,"5,140"
92,ENG,Callum Hemming,2023-11-14,"5,140"
92,INA,Moh Reza Pahlevi Isfahani,2023-11-14,"5,140"
92,INA,Marwan Faza,2023-11-14,"5,140"
96,CHN,Wang Yi Lyu,2023-11-14,"5,040"
97,CAN,Lam Wai Lok,2023-11-14,"4,970"
98,TPE,Chen Xin-Yuan,2023-11-14,"4,660"
99,CHN,He Ji Ting,2023-11-14,"4,420"
100,HKG,Yeung Shing Choi,2023-11-14,"4,290"
1,CHN,Feng Yan Zhe,2023-11-21,"107,350"
2,JPN,Yuta Watanabe,2023-11-21,"95,800"
3,CHN,Zheng Si Wei,2023-11-21,"93,690"
4,KOR,Seo Seung Jae,2023-11-21,"93,400"
5,THA,Dechapol Puavaranukroh,2023-11-21,"88,870"
6,CHN,Jiang Zhen Bang,2023-11-21,"85,260"
7,KOR,Kim Won Ho,2023-11-21,"83,050"
8,MAS,Chen Tang Jie,2023-11-21,"78,040"
9,TPE,Ye Hong Wei,2023-11-21,"73,890"
10,HKG,Tang Chun Man,2023-11-21,"73,820"
11,JPN,Hiroki Midorikawa,2023-11-21,"72,430"
12,DEN,Mathias Christiansen,2023-11-21,"70,070"
13,FRA,Thom Gicquel,2023-11-21,"63,870"
14,JPN,Kyohei Yamashita,2023-11-21,"63,220"
15,INA,Dejan Ferdinansyah,2023-11-21,"61,700"
16,INA,Rehan Naufal Kusharjanto,2023-11-21,"61,520"
17,MAS,Goh Soon Huat,2023-11-21,"59,150"
18,NED,Robin Tabeling,2023-11-21,"58,470"
19,HKG,Lee Chun Hei Reginald,2023-11-21,"57,120"
20,JPN,Yuki Kaneko,2023-11-21,"56,870"
21,INA,Rinov Rivaldy,2023-11-21,"55,960"
22,DEN,Mathias Thyrri,2023-11-21,"55,910"
23,MAS,Tan Kian Meng,2023-11-21,"55,020"
24,THA,Supak Jomkoh,2023-11-21,"51,870"
25,INA,Praveen Jordan,2023-11-21,"50,640"
26,TPE,Yang Po-Hsuan,2023-11-21,"48,850"
27,SGP,Hee Yong Kai Terry,2023-11-21,"47,490"
28,CHN,Cheng Xing,2023-11-21,"45,360"
29,ENG,Gregory Mairs,2023-11-21,"42,020"
30,TPE,Lee Jhe-Huei,2023-11-21,"41,410"
31,TPE,Chang Ko-Chi,2023-11-21,"39,510"
32,MAS,Chan Peng Soon,2023-11-21,"39,020"
33,GER,Mark Lamsfuss,2023-11-21,"38,030"
34,SCO,Adam Hall,2023-11-21,"37,120"
35,USA,Vinson Chiu,2023-11-21,"36,930"
36,ENG,Marcus Ellis,2023-11-21,"36,120"
37,INA,Zachariah Josiahno Sumanti,2023-11-21,"31,560"
38,TPE,Chiu Hsiang Chieh,2023-11-21,"28,860"
39,INA,Adnan Maulana,2023-11-21,"26,750"
40,MAS,Hoo Pang Ron,2023-11-21,"25,870"
41,IND,Rohan Kapoor,2023-11-21,"25,420"
42,THA,Ruttanapak Oupthong,2023-11-21,"24,600"
43,JPN,Hiroki Nishi,2023-11-21,"20,950"
44,KOR,Ko Sung Hyun,2023-11-21,"20,640"
45,CAN,Ty Alexander Lindeman,2023-11-21,"20,140"
46,GER,Jan Colin Voelker,2023-11-21,"19,170"
47,INA,Amri Syahnawi,2023-11-21,"18,000"
48,DEN,Mads Vestergaard,2023-11-21,"17,850"
49,GER,Jones Ralfy Jansen,2023-11-21,"17,320"
50,IND,Reddy B. Sumeeth,2023-11-21,"16,900"
51,INA,Jafar Hidayatullah,2023-11-21,"16,110"
52,DEN,Mikkel Mikkelsen,2023-11-21,"14,370"
53,CHN,Wang Yi Lyu,2023-11-21,"14,150"
54,TPE,Chen Zhi Ray,2023-11-21,"13,810"
55,USA,Presley Smith,2023-11-21,"13,760"
56,MAS,Roy King Yap,2023-11-21,"13,500"
57,TPE,Wu Hsuan-Yi,2023-11-21,"13,140"
58,DEN,Jesper Toft,2023-11-21,"13,010"
59,GER,Patrick Volkmann,2023-11-21,"12,460"
60,TPE,Lin Bing-Wei,2023-11-21,"12,330"
61,TPE,Po Li-Wei,2023-11-21,"11,940"
62,THA,Pakkapon Teeraratsakul,2023-11-21,"11,170"
63,AUS,Kenneth Zhe Hooi Choo,2023-11-21,"10,620"
64,KOR,Kim Young Hyuk,2023-11-21,"10,360"
65,ALG,Koceila Mammeri,2023-11-21,"10,020"
66,TPE,Chen Cheng Kuan,2023-11-21,"10,000"
67,MAS,Choong Hon Jian,2023-11-21,"9,810"
68,INA,Akbar Bintang Cahyono,2023-11-21,"9,740"
69,TPE,Wei Chun Wei,2023-11-21,"9,500"
70,CHN,Guo Xin Wa,2023-11-21,"9,200"
71,THA,Weeraphat Phakjarung,2023-11-21,"8,990"
72,ISR,Misha Zilberman,2023-11-21,"8,740"
73,TPE,Lu Chen,2023-11-21,"7,760"
74,TPE,Ming Che Lu,2023-11-21,"7,760"
74,JPN,Yuta Eto,2023-11-21,"7,760"
76,IND,Ishaan Bhatnagar,2023-11-21,"7,630"
77,THA,Tanupat Viriyangkura,2023-11-21,"7,250"
78,BRA,Davi Silva,2023-11-21,"6,940"
79,TPE,Fang-Jen Lee,2023-11-21,"6,710"
80,EGY,Adham Hatem Elgamal,2023-11-21,"6,620"
81,DEN,Andreas Søndergaard,2023-11-21,"6,400"
82,MAS,Lim Tze Jian,2023-11-21,"6,330"
83,IND,Sai Pratheek.K,2023-11-21,"6,260"
84,SRB,Mihajlo Tomic,2023-11-21,"6,220"
85,TPE,Tseng Min Hao,2023-11-21,"6,190"
86,INA,Zaidan Arrafi Awal Nabawi,2023-11-21,"6,060"
87,TPE,Su Li Wei,2023-11-21,"5,990"
88,KOR,Song Hyun Cho,2023-11-21,"5,710"
89,MAS,Ting Shih Wee Owen,2023-11-21,"5,610"
90,KOR,Wang Chan,2023-11-21,"5,560"
91,JPN,Kakeru Kumagai,2023-11-21,"5,510"
92,ENG,Callum Hemming,2023-11-21,"5,140"
92,KOR,Kim Young Hyuk,2023-11-21,"5,140"
92,INA,Marwan Faza,2023-11-21,"5,140"
92,INA,Moh Reza Pahlevi Isfahani,2023-11-21,"5,140"
96,CHN,Wang Yi Lyu,2023-11-21,"5,040"
97,CAN,Lam Wai Lok,2023-11-21,"4,970"
98,TPE,Chen Xin-Yuan,2023-11-21,"4,660"
99,CHN,He Ji Ting,2023-11-21,"4,420"
100,HKG,Yeung Shing Choi,2023-11-21,"4,290"
1,CHN,Feng Yan Zhe,2023-10-31,"102,210"
2,JPN,Yuta Watanabe,2023-10-31,"89,380"
3,THA,Dechapol Puavaranukroh,2023-10-31,"88,870"
4,KOR,Seo Seung Jae,2023-10-31,"85,300"
5,CHN,Zheng Si Wei,2023-10-31,"84,490"
6,CHN,Jiang Zhen Bang,2023-10-31,"81,720"
7,KOR,Kim Won Ho,2023-10-31,"75,600"
8,MAS,Chen Tang Jie,2023-10-31,"75,300"
9,TPE,Ye Hong Wei,2023-10-31,"72,590"
10,JPN,Hiroki Midorikawa,2023-10-31,"71,490"
11,HKG,Tang Chun Man,2023-10-31,"69,480"
12,DEN,Mathias Christiansen,2023-10-31,"67,390"
13,FRA,Thom Gicquel,2023-10-31,"63,870"
14,INA,Dejan Ferdinansyah,2023-10-31,"60,850"
15,JPN,Kyohei Yamashita,2023-10-31,"60,840"
16,INA,Rehan Naufal Kusharjanto,2023-10-31,"58,230"
17,JPN,Yuki Kaneko,2023-10-31,"56,870"
18,NED,Robin Tabeling,2023-10-31,"56,840"
19,MAS,Goh Soon Huat,2023-10-31,"56,060"
20,DEN,Mathias Thyrri,2023-10-31,"55,910"
21,HKG,Lee Chun Hei Reginald,2023-10-31,"55,650"
22,INA,Rinov Rivaldy,2023-10-31,"55,020"
23,THA,Supak Jomkoh,2023-10-31,"51,870"
24,MAS,Tan Kian Meng,2023-10-31,"50,920"
25,INA,Praveen Jordan,2023-10-31,"50,640"
26,TPE,Yang Po-Hsuan,2023-10-31,"48,760"
27,SGP,Hee Yong Kai Terry,2023-10-31,"46,960"
28,CHN,Cheng Xing,2023-10-31,"45,360"
29,ENG,Gregory Mairs,2023-10-31,"41,490"
30,TPE,Lee Jhe-Huei,2023-10-31,"39,190"
31,TPE,Chang Ko-Chi,2023-10-31,"37,580"
32,ENG,Marcus Ellis,2023-10-31,"34,450"
33,USA,Vinson Chiu,2023-10-31,"34,020"
34,MAS,Chan Peng Soon,2023-10-31,"33,520"
35,SCO,Adam Hall,2023-10-31,"33,230"
36,GER,Mark Lamsfuss,2023-10-31,"31,960"
37,INA,Zachariah Josiahno Sumanti,2023-10-31,"31,560"
38,MAS,Hoo Pang Ron,2023-10-31,"25,870"
39,IND,Rohan Kapoor,2023-10-31,"25,420"
40,INA,Adnan Maulana,2023-10-31,"24,000"
41,TPE,Chiu Hsiang Chieh,2023-10-31,"22,790"
42,THA,Ruttanapak Oupthong,2023-10-31,"21,850"
43,KOR,Ko Sung Hyun,2023-10-31,"20,640"
44,CAN,Ty Alexander Lindeman,2023-10-31,"20,140"
45,INA,Amri Syahnawi,2023-10-31,"18,000"
46,GER,Jan Colin Voelker,2023-10-31,"17,500"
47,GER,Jones Ralfy Jansen,2023-10-31,"17,320"
48,IND,Reddy B. Sumeeth,2023-10-31,"16,900"
49,INA,Jafar Hidayatullah,2023-10-31,"16,110"
50,JPN,Hiroki Nishi,2023-10-31,"15,680"
51,DEN,Mads Vestergaard,2023-10-31,"15,100"
52,DEN,Mikkel Mikkelsen,2023-10-31,"14,370"
53,CHN,Wang Yi Lyu,2023-10-31,"14,150"
54,TPE,Po Li-Wei,2023-10-31,"11,940"
55,DEN,Jesper Toft,2023-10-31,"11,340"
56,GER,Patrick Volkmann,2023-10-31,"10,790"
57,MAS,Roy King Yap,2023-10-31,"10,750"
58,TPE,Lin Bing-Wei,2023-10-31,"10,660"
59,AUS,Kenneth Zhe Hooi Choo,2023-10-31,"10,620"
60,INA,Akbar Bintang Cahyono,2023-10-31,"9,740"
61,CHN,Guo Xin Wa,2023-10-31,"9,200"
62,THA,Weeraphat Phakjarung,2023-10-31,"8,990"
63,ISR,Misha Zilberman,2023-10-31,"8,740"
64,ALG,Koceila Mammeri,2023-10-31,"8,350"
65,IND,Ishaan Bhatnagar,2023-10-31,"7,630"
66,MAS,Choong Hon Jian,2023-10-31,"7,250"
67,USA,Presley Smith,2023-10-31,"7,120"
68,BRA,Davi Silva,2023-10-31,"6,940"
69,TPE,Fang-Jen Lee,2023-10-31,"6,710"
70,KOR,Kim Young Hyuk,2023-10-31,"6,510"
71,THA,Pakkapon Teeraratsakul,2023-10-31,"6,490"
72,IND,Sai Pratheek.K,2023-10-31,"6,260"
73,TPE,Tseng Min Hao,2023-10-31,"6,190"
74,TPE,Ming Che Lu,2023-10-31,"6,090"
75,TPE,Chen Zhi Ray,2023-10-31,"6,070"
76,INA,Zaidan Arrafi Awal Nabawi,2023-10-31,"6,060"
77,KOR,Song Hyun Cho,2023-10-31,"5,710"
78,TPE,Wei Chun Wei,2023-10-31,"5,610"
79,THA,Tanupat Viriyangkura,2023-10-31,"5,510"
79,JPN,Kakeru Kumagai,2023-10-31,"5,510"
79,MAS,Lim Tze Jian,2023-10-31,"5,510"
82,TPE,Chen Cheng Kuan,2023-10-31,"5,380"
83,EGY,Adham Hatem Elgamal,2023-10-31,"5,330"
84,TPE,Wu Hsuan-Yi,2023-10-31,"5,140"
84,INA,Moh Reza Pahlevi Isfahani,2023-10-31,"5,140"
84,INA,Marwan Faza,2023-10-31,"5,140"
87,CHN,Wang Yi Lyu,2023-10-31,"5,040"
88,CAN,Lam Wai Lok,2023-10-31,"4,970"
89,DEN,Andreas Søndergaard,2023-10-31,"4,730"
90,TPE,Chen Xin-Yuan,2023-10-31,"4,660"
91,SRB,Mihajlo Tomic,2023-10-31,"4,550"
92,CHN,He Ji Ting,2023-10-31,"4,420"
93,HKG,Yeung Shing Choi,2023-10-31,"4,290"
94,THA,Tanupat Viriyangkura,2023-10-31,"4,210"
95,TPE,Tseng Ping-Chiang,2023-10-31,"4,060"
96,KOR,Wang Chan,2023-10-31,"3,890"
96,AUS,Jack Yu,2023-10-31,"3,890"
96,CAN,Kevin Lee,2023-10-31,"3,890"
96,CAN,Nyl Yakura,2023-10-31,"3,890"
100,IND,Kona Tarun,2023-10-31,"3,870"
1,CHN,Feng Yan Zhe,2023-10-24,"101,770"
2,THA,Dechapol Puavaranukroh,2023-10-24,"86,220"
3,KOR,Seo Seung Jae,2023-10-24,"84,860"
4,JPN,Yuta Watanabe,2023-10-24,"81,680"
5,CHN,Zheng Si Wei,2023-10-24,"78,440"
6,MAS,Chen Tang Jie,2023-10-24,"74,580"
7,CHN,Jiang Zhen Bang,2023-10-24,"73,720"
8,TPE,Ye Hong Wei,2023-10-24,"72,590"
9,JPN,Hiroki Midorikawa,2023-10-24,"71,490"
10,KOR,Kim Won Ho,2023-10-24,"67,900"
11,DEN,Mathias Christiansen,2023-10-24,"67,390"
12,HKG,Tang Chun Man,2023-10-24,"62,790"
13,FRA,Thom Gicquel,2023-10-24,"61,210"
14,INA,Dejan Ferdinansyah,2023-10-24,"59,280"
15,JPN,Kyohei Yamashita,2023-10-24,"59,180"
16,NED,Robin Tabeling,2023-10-24,"56,400"
17,INA,Rinov Rivaldy,2023-10-24,"55,020"
18,INA,Rehan Naufal Kusharjanto,2023-10-24,"54,840"
19,JPN,Yuki Kaneko,2023-10-24,"54,770"
20,MAS,Goh Soon Huat,2023-10-24,"54,400"
21,HKG,Lee Chun Hei Reginald,2023-10-24,"51,820"
22,DEN,Mathias Thyrri,2023-10-24,"51,590"
23,THA,Supak Jomkoh,2023-10-24,"51,430"
